"X1","X2","X3"
"No.83 :","注文して、翌日届きました。設定や使用も簡単でした。YouTubeやゲームするのに、欲しいなぁとは思ってたのですが、なかなか手が出ずでした。検索してみるとピ初回購入でこの低価格なら手を出せる！と思い購入しました。買って良かったです。基本動画を観るのに使いますが、使いこなせたら新しいことに挑戦してみたいです。",4
"No.84 :","電子書籍をスマホで読むことに限界を感じ、こちらのタブレットを購入しました。動画も再生してみたところ、思いのほかスムーズに動いたので目的の電子書籍以外にも色々なことに使えそうです。多少動作にもたつきはありますが、値段を考えれは充分かと。自宅のみでの使用になるので、重さも特に気になりませんでした。",4
"No.85 :","バッテリーもすぐ切れ、充電に時間がかかる。Wi-Fiすぐに途切れる。安かろう悪かろうの商品だった、、。買わなければよかった。",1
"No.86 :","1万円のタブレットなので、カメラやネットなどの簡単な機能が使えればいいかなと思っていたが、それすらも重くて使えない。ただのゴミ。",2
"No.87 :","高齢の家族のゲーム用に購入して満足しています。軽くて使い易いし、なにより値段が安いのが一番嬉しい。",5
"No.88 :","雑誌の読書用に購入しました。画質に問題ありません。スピーカーはイマイチです。1日がっつり使うとバッテリーが少し心配ですが許容範囲だと思います。購入して1週間もたっていませんが今のところ満足しています。",4
"No.89 :","お値段のわりに使いやすい商品です。小説を読むために購入したので、文字だけならスマホより見やすいです。画質は少し粗めですがお値段を考えれば充分です。ただ、同封の説明書の一部が実際の画面にでてこなくて残念です。無いと困る程の機能ではないので諦めました。それでも、分かりやすく使い勝手のよい商品だとおもいます。",5
"No.90 :","不良品なのかも知れないと思うほど、レスポンスが悪い。画質も音も悪く常にストレスがかかります。ゲームもモンスト程度でもカクついて遊べません。安物買いの銭失いでしたね。絶対買わないほうがいいと思います。",2
"No.91 :","今まで使用していたタブレットが壊れてしまったので急遽購入しました。子供がYouTube見る為のタブレットなのでこちらの商品で充分楽しめます。子供が操作しているのを見ているとすんなり動いているので色々と操作したい方でなければ充分な商品だと思います。",5
"No.92 :","サイズも程よく裏面はマットなゴムみたいなコーティングがされていました。性能は価格が表しているかな、YouTubeは（1080Pの60ｐ）にするとロードに時間が取られるし決して高性能ではないです。それをわかって買う分にはいいと思う。パソコン作業の傍らに使いたいので買いましたが、結構気に入ってます。",4
"No.93 :","母が以前使用していたタブレットが壊れ、買い替え品として購入。主に、YoutubeやAmeba TVでの動画鑑賞用。操作がわかりやすく、画質がキレイととても喜んでます。手頃なお値段にもとても満足しています",5
"No.94 :","内室アプリで使ってますが、読み込みにちょっと時間がかかります。バッテリーの減りが、ちょっと早い感じです。電源の本体側端子部は、丁寧に扱わないと、すぐ、破損してしまう感じです。",3
"No.95 :","動画視聴用にと思い初めてタブレットを購入しました。すんなり設定が終わり、動画視聴も問題なくつかえています。アプリの立ち上がりが、遅いですが、安いから仕方ないかなと思っています。指紋が目立つので、フィルターも同時に購入しておけばよかったです。総体的に今のところは満足してます。",3
"No.96 :","入院中の家族のビデオ通話のために購入。あとは動画視聴に使うぐらいです。画像はお世辞にもキレイとは言えませんが見えにくいとは思わないので普通に使えますイヤホンジャックがあるのもポイント高い。買ってすぐに使う予定だったので、初期の設定が楽だったのもよかったです。",4
"No.97 :","カメラの画質はこの程度かなと思うレベルで、大きな不満はありません。youtubeを見る程度では1日利用してもバッテリーは大丈夫でした。1か月程利用した所で片側長辺の画面のタッチが反応しなくなりました。画面を回転させれば操作に問題は無いですが、ゲーム利用する場合は注意が必要です。",3
"No.98 :","Wi-Fiにつながるまで半日かかりました。諦めかけていたとき、「パスワード」欄に「パスワード」でなく「暗号化キー」を入力したところ、つながりました。ちなみにルーターはBuffalo製です。説明がもう少していねいであったらよかったのにと思います。画面は予想以上にきれいなのですが、ネット検索がやや遅いのが気になります。",4
"No.99 :","2ヶ月ほど使って ゲームアプリとか かなり 入れましたけど いきなり中国語の ホーム画面になり 全く操作ができない。返品保証も 切れて どうしていいのかわからない！",3
"No.100 :","カメラは高画質ではないけどバッテリーは充分持つかな。　この価格ならお得だと感じています。",5
"No.101 :","ボリュームを全開にしてもあまり大きな音は出ません｡",4
"No.102 :","ちょっと良い大きさで使いやすく画面も見やすく疲れないです。",5
"No.103 :","簡単に設定できて直ぐに使用できました。小学生の子供用に購入。格安で助かりました。こどもも喜んでいます。youtubeは問題なく視聴できます。",4
"No.104 :","ワイヤレスマイクを使用してカラオケ用に使用しています又アプリでアンテナ接続しなくてもテレビが見れるのが良いバッテリ-は少し減るのが速い気がするします",4
"No.105 :","薄くて、軽くて、とても使いやすそうです。色は黒でとてもいい感じです。注意点があるとすれば、一緒に付いている、充電器じゃないと、私は充電出来なかった事位ですかね。",5
"No.106 :","子供のデジタル教材用として安価なタブレット端末を探し購入。初めの設定時にアプリのシャットダウンなど少し不安定でしたが再起動したら安定。少しカクカク感、動作が鈍い感、画質がイマイチなどがありますが価格相応で、学習用としては今のところ問題ありません。",5
"No.107 :","ダウンロードも早く、音質もよかったです！Android10なので、動作も早くとてもお値打ちだと思いました(<U+0E51><U+0648><U+2022><U+0300>Δ<U+2022><U+0301>)<U+0648>説明書も日本語なので、わかりやすかったです(o^^o)",5
"No.108 :","購入後すぐに商品到着。充電満タンにして、電源入れてWi-Fi設定してすぐに使えました。子供がYouTube観るのに主に使ってます。携帯より画面が大きいので目への負担が少しは違うかと思い購入しました。",5
"No.109 :","電子書籍を読む用に購入しました。写真はタブレットの上からスマホで撮った物なので少しノイズがありますが、実際の画質は十分綺麗でした！カラーも問題ありません。安心して読めます。少し動作がもっさりしてるので<U+2B50><U+FE0E>4です。",4
"No.110 :","iPad2が古くて使い物にならなくなったので、最新で安価なタブレットを探していてこのタブレットに決めました。iPad 2の動作が遅くてこのタブレットは動作が早く感じます。ただ音質は、お値段相当かな。イヤホンを使えば問題ありません。今のところ特に問題はありません。",4
"No.111 :","普段iPadを使ってますが、改めてiPadの良さを実しました。ゲームには向かないくらい動作が遅いです。",2
"No.112 :","子供が取り合いするので、個々にYouTubeを見せるためにこちらを購入。ほとんど動画しか見てないので、他に容量を使わないので、かなりサクサクです。タッチも感度が良く、使いやすいと思います。約10000円で購入も出来きコスパが良いです！",4
"No.113 :","元々Androidのスマフォを使っていたので、とても分かりやすかったです。日本語の説明書も助かりました。小学生の子どものオンライン課題のために購入しましたが、文字入力が分かりやすいので、直に一人でできそうだなと思っています。スマフォで困っている母にも勧めようと思っています。",5
"No.114 :","購入して１ヶ月で２度もフリーズ<U+203C><U+FE0F>ファンの回るような音がして動かなくなり何度も電源ボタン長押しでやっとシャットダウンできました。２回目になるとまたかと呆れるしかないw充電がMicroUSBなのでかなり時間がかかります<U+203C><U+FE0F>",1
"No.115 :","動画鑑賞用に購入しました　使いやすくて満足しています初期設定も簡単でよかったです。",4
"No.116 :","まず梱包は綺麗でした。箱を開けてみるとお洒落なタブレットの登場でした。最初についている保護シールも説明付きと普通よりも丁寧な印象です。挨拶カードもありましたので信頼できるものと考えております。いまのところ動作不良などもありませんので、星5つです。",5
"No.117 :","子供のこれからのタブレット学習等の練習や、youtubeで曲の視聴が頻繁に必要となってきたので購入しました。初めてのタブレット購入です。画面の大きさもちょうど良く、新しいOSでなかなか快適に使えております。",4
"No.118 :","車内で動画を見る用の端末が欲しくてこちらを買いました。動きはそこまで早くはなくヌルッと動く感じです。ただコスパは高いと思います。動画を見る程度であれば問題なく、個人的にはいい買い物をしたなと思います。ブルーライトカットのアプリが利用できないので☆４つにさせていただきました。",5
"No.119 :","dtubが壊れたのでYouTube用に購入。設定もdtubで使っていた内容を引き継いでくれたので楽チンでした。音があまり良くないなと思いますがこの値段で文句は言えません。画面も大きいし見やすいです。",4
"No.120 :","アマゾンのFireHDと悩みましたが、こちらが、グーグルプレイが入っているため購入。立ち上げ、wifi設定も簡単。基本、自宅使用ですが、スマホ感覚で、Bluetooth接続も簡単でした。アプリも色々取り込んだり、オンライン講義など、活用してます。お勧めです。",5
"No.121 :","安いなりの画質です。YouTubeやサイト閲覧ぐらいであれば問題ないかと。ゲームやってみましたがロブロックスはラグあり、オセロニアはできない。基本負荷の少ないゲームならできるのではないでしょうか。まぁ子供用に購入したので問題はないです。",4
"No.122 :","普通に動画を見て満足する品です",5
"No.123 :","母に頼まれて購入。初期設定も簡単ですし、この値段で買えるのがありがたいです。あとはどのぐらい持つかわからないので、星3です。",3
"No.124 :","買って2週間ですが、使ってる途中で急に電源が切れて、充電をしたり、電源を長押ししたり、色々としてみたが、全く動かなくなりました。",1
"No.125 :","若干動きが遅いですが、子どもと趣味に使う分には、問題なく大満足です。軽くて、薄くて扱いやすいです。Androidのタブレットを初めて購入しました。スマホがAndroidだったので、使い方が同じで、操作しやすいです。",5
"No.126 :","心配でしたが、設定が簡単でタブレット初心者には十分です",4
"No.127 :","郵送に関しましては、特に問題ありませんでした。実物も少し使用しておりますが特に問題なさそうです。ビジネス用などではなく、基本居間での子供用などに使用しておりますが特に問題は今のところなさそうです。",4
"No.128 :","大きめのタブレットなのでネットサーフィンもし易く、色は黒でないものが良かったけど贅沢は言えないほど価格も安く、大変嬉しかったです。",5
"No.129 :","画質は値段のわりはいいと思います。バッテリーは動画で1時間で10%減る感じです。iPhone、iPadが慣れていたので慣れるまでは使いにくい。コスパは良いと思います",4
"No.130 :","子供が、私のスマホでYouTubeを見たり、ツムツムをやりたがるので、子供用に購入しました。LINE通話も出来るし、写真、動画も撮れて楽しそうです。",3
"No.131 :","プレミアムデーに割安で購入できました。子供のスタディサプリ専用機です。向きが片側にしか向きませんが、使用用途には十分です。",3
"No.132 :","画質が、やはり少し劣るので、もう少し値段上げてもいいので作って欲しいかもです。最初から、フィルムが貼ってあるので買わなくていいのは、とても良い。",4
"No.133 :","子供にいつもYou tube等でケータイを取られてたので、代わりとなる安いタブレットを探していたところ、安く購入できて非常に助かりました。もちろんケータイよりも画面が大きいですし、子供達も大満足です。",3
"No.134 :","今まで使っていたタブレットが古く、動作も遅く、買い換えました。こちらの商品は画面が大きいので動画が見やすいです。初期設定もナビに従って簡単にできました。送付の対応もよく満足しています。しばらく使ってみようと思います。",5
"No.135 :","YouTubeでハワイやコストコの情報をスマホで見ていましたが、このタブレットを購入したことで、テレビにつないで大画面でハワイ旅行やお買い物情報、簡単ダイエットなど楽しむことができました。画質も良く満足しています。",4
"No.136 :","最初はよく動いたけど、突然電源が切れて、バッテリー切れかなと思ったけど、そのまま17時間もつかず結局返品。性能はいいんだけどなー残念。",3
"No.137 :","YouTubeを見ながらスマホを使うために買いました。バッテリーなどは結構長く持ち、タブレットにしては軽いので持ち運ぶのにも楽でいいと思います。画質が少し荒いのでそこが気にならない人にはオススメです。",4
"No.138 :","動画を観るのを主目的として購入しました。画質も十分、バッテリーも短くない。ネトフリやYouTubeを観る分には申し分ないです。追記電源がつかなくなりました、",1
"No.139 :","実家の両親がガラケーなので LINEでの通話や映画観賞用に購入しました。普通に使用する分には問題ありませんが やや本体重いのと速度がやや遅いですがコスパは良いとおもいます。両親も孫の動画や映画を喜んでLINEも練習しています（笑）",4
"No.140 :","クーポンなど使い、1万円で購入できました！主に入浴中の動画鑑賞に使っています。正直音は良いとは言えませんが、動きと画質は悪くないです。1万円でこの機能とAndroid10であれば、充分です！",4
"No.141 :","驚きです！最初は、保証書ないし。こんな今どき不良な！ものが、届けてくるとは、正直アマゾンに対し不安気持ちになりました。改めて通販の難しさ感じました！　せめて、敏速な対応願いたいです、今後の対応見ております！",1
"No.142 :","バッテリーの持ちが悪く、画像もボヤケぎみ、cpu動作もかなり遅いです。",1
"No.143 :","安いので費用対効果としては満足です。よく固まります。WiFiの感度はよくありません。",3
"No.144 :","おもにゲーム",4
"No.145 :","動画視聴の為購入しました。設定も簡単でこの値段なら満足です。バッテリーの持ちも良いです。ただ、動画のダウンロードにスマホより時間がかかるので、☆4にさせてもらいました。普段使いには充分だと思います。",4
"No.146 :","初めてタブレットを購入しました。今日届いたのでバッテリーなどは分かりませんが！思ったよりも軽いし良かったです。ただカメラの画質は悪いです",3
"No.147 :","youtubeで画質を1080以上で見ると、動画がカクカク動き見れたものじゃありません。それ以下だと普通に映ります。アマプラの動画はダウンロードだとカクカクせずに動きます。",1
"No.148 :","子供の学習用にタブレットが必要になり注文して翌日に届きました。充電して初期設定すればスグに使えて問題はありません。10インチで使いやすいですしとてもコストパフォーマンスが良いと感じました。",4
"No.149 :","初めて中華のタブレットを購入したので不安ありでしたがyoutubeとAmazonprimeと本が読めればよいので全て大丈夫です、画像もきれいですよ<U+0001F603>多少タッチの感じとかカクカク感はありますが問題はないです",4
"No.150 :","子供用にお手頃なタブレットを探していたところ、この商品を見つけて即購入しました。使い勝手も良く満足してます。5G対応していればもっと良かったと思います。",4
"No.151 :","子供の学習用で購入しました。値段も手頃で学習のアプリで起動しないものがありましたので★3をつけたいところですが、タブレットには満足しているので★5です。それが解決できれば文句なしに★5です。",5
"No.152 :","電子媒体でコミックを読みたかったので購入。これまでiPhoneで見ていたので物凄く快適になった。購入の目的は果たせたので満足。買って良かった。設定も簡単だった。、",4
"No.153 :","YouTubeの画像が少しかすみがかった感じ、写真うつりもハッキリしない。安さい商品だから仕方がない。",3
"No.154 :","田舎の父母とビデオ通話を大きな画面でしたくて購入しました。スマホだと画面が小さいので。。。問題なく動作しています。孫の顔を大きな画面で見れるので、喜んでくれています。コスパがとても良いと思います。",4
"No.155 :","母親に買いましたが、使い勝手も良く喜んでました。パソコンの代わりに検索したりするのをメインに使ってますが十分です。私にしたら少し遅く感じますがYouTubeも母は大満足です",5
"No.156 :","思っていたより重く 寝ながら使う事はきつい。画質があまり良くないけどスマホとの連携がスムーズにでき使いやすい。",4
"No.157 :","netflix・youtube視聴専用の為、購入しました。この価格で、これだけ使えれば十分です。マイクロsdにてストレージも128GBに容量アップ。10インチタイプのタブレットにしてはこの価格は上出来です。",5
"No.158 :","バッテリーがフル充電するのがまず10時間かかるのに3時間の使用でゼロになります。",1
"No.159 :","応答速度などは一般的な使い方なら充分かと思います。液晶画面は保護シートなどが貼られていないため新品なのに擦り傷がついていました。市販の保護シートを貼れば目立たなくなりましたが、そこが残念です。",4
"No.160 :","子供が私のスマホを触るのが嫌で、タブレットを購入しました。You Tubeやゲームが中心ですので、このお値段で十分満足です。私もレシピ動画を大きい画面で見ながら、料理てきて大満足です。",5
"No.161 :","使って1ヶ月ちょいで画面のタッチが出来なくなりました。最悪です",1
"No.162 :","初めてのタブレットデビューでしたが、サクサク使えて大満足でした！ありがとうございました(^^)",5
"No.163 :","なんといっても安いですね。子供の動画見せる用に買ったので処理速度は遅いようにも感じますがこの安さでこの画質、性能、大満足です。",5
"No.164 :","簡単にandroid10を楽しめます。SDカードのでっぱり気になるところではありますが、それ以外はgood!",5
"No.165 :","Amazonプライムデーに購入。主にYouTube再生用として買いました。価格が安いので不安でしたが、設定も簡単。YouTubeもなんの問題もなく見れており満足しています。",4
"No.166 :","お店で動画を流すために購入しました。画質もキレイで見やすいです。大きさも悩んで８インチではなく１０インチにしましたが、動画を見るにはちょうど良い大きさでした。",5
"No.167 :","セットアップも日本語スタートでらくらく簡単でした！厚さもiPadぐらいで、重さも感じなく1年生の子供も使いやすそうです！タブレット学習にも活躍期待大です。コスパ大満足。",5
"No.168 :","値段が安いので心配していましたが、画面も綺麗で見やすく、動作も問題なくサクサク反応してくれます。このお値段で長く使えればお買い得だと思います。",5
"No.169 :","まだ来たばかりで　よくわからないけど、スマホとの同期は　すぐにできました。タブレットに同封されていた案内に連絡したら　タブレットカバー　もらえました。",3
"No.170 :","バッテリーは減りが早いし残量少なくなってもお知らせがないので、いきなりシャットダウンしてしまって故障してしまったのかと思いました",3
"No.171 :","スマートフォンでは字が小さくて困るという母のために購入しました。大きくて見やすくなり喜んでいます。多少、初めの設定に苦戦しましたが使いやすいと思いました。",5
"No.172 :","親にプレゼントしました。思っていたより使いやすくてよかったです。画面も大きく綺麗で、両親も大満足でした。自分用にも追加の購入を検討してみます。",4
"No.173 :","取り扱い説明書にあるアドレスにメールしましたが返事がきません。電話番号もありません。QRコードを読み込みません。アプリ内にあるQRコードも同様です。使えません。",1
"No.174 :","店舗内で使用する為に購入しました。ＳＮＳやアプリの為だったので問題なく使用しております。お得な価格が一番の売りだと思います。",4
"No.175 :","安くて買やすく、使い勝手が良い",3
"No.176 :","YouTubeを見るために、購入しました。この値段で、このクオリティなら十分だと思います！ありがとうございました。",5
"No.177 :","今回、子供と一緒に使う予定で購入しました。予想より大きく、使いやすく見やすかったので子供と大満足です。子供の勉強にも、とても役立ってます。",5
"No.178 :","低価格で、最低限使いたい機能が使えて、言うことありません。毎日利用しています。バッテリーも動画を流しっぱなしでも長時間つかえるため、プライムビデオをみるのにちょうどいい感じです。",4
"No.179 :","YouTubeなどのアプリがあらかじめインストールされているので、すぐに使い始めることができました。、こどものYouTube用に購入しましたが、画面が大きくて気に入っているようです。",5
"No.180 :","動画再生用に購入しました。iPad以外のタブレットを購入するのが初めてでしたが今のところ問題はありません。意外と軽くて布団に入りながら使用しています。",5
"No.181 :","ピンチインとアウトが出来ませんでした。また、最新と言う事でしたが他のタブレットより起動、動作が遅かった。",1
"No.182 :","カメラ映りません真っ暗です",1
"No.183 :","正直、思っていた以上に画質、使い勝手良いです。セットアップも簡単に出来て、ゲーム、動画も滑らかに動きfire と異なりAndroid対応なので、アプリの幅も広がり良かったです。",4
"No.184 :","自宅用に購入しました。手頃な値段で、この性能なら充分です。電子書籍やオンラインノベルを読むのがメインなので、大きい画面が見やすくて良いです。",4
"No.185 :","子供用として購入しました値段が安いので不安もありましたが、動画、ゲーム、全く問題なく使用でき、満足してます特にバッテリーの持ちは◎",5
"No.186 :","レビューにもあったがWi-Fiが2.4GHzにしか繋がらない以外はさほど問題は感じない。外ではスマホのテザリングにも繋げたし普通に使える。少し思いかなという程度。",5
"No.187 :","娘のLINEやYouTube用に買いました！タブレットは、初めて購入したので少々不安でしたが、何の不満もありません。娘も大満足しています。",5
"No.188 :","動画を見るのに、ダウンロードをし持ち歩くために購入しました！ちょうどいいです！",5
"No.189 :","値段の割にはある程度動く。電池の減りが早く充電も時間がかかる",4
"No.190 :","会社の研修や講義、スマホで対応出来ますが、老眼がはじまり目の疲れを感じていたところです。画質も良く大変感謝している所です。ありがとうございます。",5
"No.191 :","小学生の子供にYouTube用として購入しました。値段が安かったので、それほど期待していませんでしたが、映像の動きも良く困ることはありませんでした。買って良かったと思います。",5
"No.192 :","無し",5
"No.193 :","中国製品のため、初期設定に不安がありましたが、スムーズにできました。バッテリーの持続時間等はこれから使用して確認するため、星３としています。値段のわりに良い製品だと思います。",4
"No.194 :","動画を見るために購入YouTubeを流し見するのにちょうどいいです。お手頃な価格で機能も動画視聴や読書に使うには十分かと思います。",4
"No.195 :","使ってまだ１日ですが、今のところ全く問題ありません。むしろ、期待してなかった分（笑）かなり満足してます。",4
"No.196 :","YouTubeやNetflixのために買いました。重たいゲーム等はiPad等ほど動かないかしれませんが、私の用途としては満足です。1万円で10インチは良いなと思いました。",4
"No.197 :","見た目が安ぽかった！充電100%で、電源を入れて95%に直ぐになる。液晶画面がデコボコお薦めはしません<U+203C>",2
"No.198 :","ちょっと重いけど、思ったより画質はキレイです。人によってかなりレビューが違うので心配でしたが、自分が使う用途には今のところ問題なさそうです。",3
"No.199 :","amazon video、music利用で購入。アプリやmusicのダウンロードに時間はかかるものの、動作に関しては、比較的ストレス無く作動しています。",5
"No.200 :","画質、早さ値段通りです。iPadも使ってますが比べてはいけません。",4
"No.201 :","持っていたタブレットが、充電が出来ずイライラするので、こちらを購入。操作が、簡単な所が今のところ助かってます。",5
"No.202 :","両親用に購入。タブレットははじめてでしたが画面が大きく見やすいです。バッテリーの持ちも良好です。自分用にもほしくなりました。",4
"No.203 :","購入額\10499この金額でこのスペックはお得かと思います。ただバッテリーの充電に時間が掛かるのと、減りが早い気がします。",1
"No.204 :","画質がとっても綺麗でした。様々な機種を調べましたが、コストに対してパフォーマンスが良く、動作の速さや画質の良さ等どこをとっても満足です。",5
"No.205 :","この価格でなら 何の不満もありません。いい買い物だと思います。ありがとうございました。",5
"No.206 :","この値段でこの性能でしたら申し分ないと思います！！",5
"No.207 :","子供のゲーム用に購入しました。このお値段でしたら大満足の商品でした。PINを入れずに使用する方法を模索中ですが、それ以外は問題なく使えます",5
"No.208 :","動画視聴用に買いました。画質など特に問題なく使えます。スピーカーが前についていないので音は少し聞き取りづらいかもしれません。",4
"No.209 :","この値段で買えるのはおどろきです。母へのプレゼントでしたか、自分用も買おうかしら…と考えています。",5
"No.210 :","動画を見る為に購入しました。軽くて画像もきれいです。まだ使い始めたばかりなので、バッテリーや動作不良はわかりませんが今のところ満足です。",4
"No.211 :","動画視聴、ネットサーフィン、資料を表示させておく為に購入。簡単な処理を手軽に使用する分には全く問題ありません。この価格でこの内容なら十分満足です。",5
"No.212 :","子どもの学習用にタブレットを探していた。性能と価格を考えるとコストパフォーマンスが良いと思う。",5
"No.213 :","とんでもなく古いタブレットを使用していたので新しく今回こちらを購入しました。大画面で画質も良くお値段も良心的で文句無しです。",4
"No.214 :","子供用として購入しました。値段が安いし、動画、ゲーム、全く問題なく使用できます。予想以上のコスパで満足してます。",5
"No.215 :","迅速な配達で包囲もきちんとしてました。商品もまあ値段から考えてもお得感があり、画像も綺麗だと思います。使いやすいです。",4
"No.216 :","自宅のWi-Fiでインターネットを楽しむ為に購入しました。動画もきれいに鑑賞できます。この価格でこの性能なら、コスパは最高かと思います。",5
"No.217 :","値段が安いですが、性能は思っていたより良い。どうしても反応は遅く感じますが、画質は良く動画視聴には支障は無い。今の所買って良かったです。",4
"No.218 :","サクサク動くし画面も綺麗で見やすく使いやすくて大満足です。",5
"No.219 :","立ち上げて直ぐの動きは遅いです。ネットを見るだけの購入しましたが、十分です",3
"No.220 :","動きが悪い。",1
"No.221 :","使用期間は1週間ほどのレビューですが、問題なく使用できており、値段を考慮するとすごくコスパの良い機種だと思います。",5
"No.222 :","とても画像が綺麗で、このお値段でこのスペックはとてもいいと思います。充電も満タンになっていてすぐ使えて助かりました！",5
"No.223 :","妻がレシピ動画を観るのにタブレットが欲しいと言うので購入しました。問題なく使えています。ちょっと使いにはリーズナブルで良い買い物だと思います。",4
"No.224 :","子供のYouTubeキッズ用に購入しました。画質は問題ないですが、液晶の反応が少し鈍目です。しばらく使用してみます。",5
"No.225 :","YouTubeや漫画や雑誌を見るために買ってみました。十分満足しています。嫁さんにも買ってあげました。",5
"No.226 :","母が漫画が読みたいとのことで、購入しました。重さがどこにも書いてありませんでしたが、とても軽くて設定も簡単だったので気に入っています。",5
"No.227 :","10インチ大きいだけあって多少重量感はありますが、画質、バッテリーの持続時間には満足です。値段を考えると非常に良い買い物となりました。",4
"No.228 :","設定も数分で出来、軽いし気軽に持ち運べるしとても気に入りました。安いしとても気に入りました。",5
"No.229 :","8歳になる娘の誕生日プレゼントとして購入しました。何一つ問題無く大喜びです。値段も安く、最高です。",5
"No.230 :","画質はちょっと…でしたが、使いやすさがすごくいいです。子供たち用にと思い購入しましたが、自分も使いたくなる魅力的なタブレットでした。",4
"No.231 :","子供の動画用に購入しました。重さはありますが今のところ楽しんで見れています。試しやすいお値段ですし購入して良かったです(^^)",4
"No.232 :","画面の上に水筒を置いただけで簡単にビリビリに割れました。カーナビもGPSが弱いのか全く追い付かず使い物にならない。",1
"No.233 :","大きな画面でキレイです。子供の学習用に初めて購入したタブレットですが、今のところ問題なく使えています。初期設定もナビ通りで簡単にできました。",5
"No.234 :","娘に勧められて購入しました。画質も音も良くそして低コスト 自分用お父へのプレゼントにも購入しました。",4
"No.235 :","購入後、数週間経過していますが、動画再生等、問題なく使用できています。画質はいまいちでしたが、値段相応と思います。",4
"No.236 :","職場のスタッフと勉強の為に購入タッチパネルの反応も良く使いやすく重宝しそうです購入して良かったです",5
"No.237 :","薄型で、画面も大きく使いやすかったです。でも、カバーが合わなくて、是非カバーが貰えるなら嬉しいです。",5
"No.238 :","普通に使っていて使えなくなりました°充電器もあたらしいものに変えましたが反応無し",1
"No.239 :","ネット閲覧を目的に購入しました。すごく快適です。良い買い物でした。",5
"No.240 :","画質、バッテリーはもちろん、安価でスペックも申し分ないです。発送についても迅速でした。ありがとうございました。",4
"No.241 :","子供の動画鑑賞用に購入。多少動作の遅さが感じられますが、ダウンロードして鑑賞する分には問題無し。",4
"No.242 :","子供がYouTubeなどをみるだけなのでお安いのを探していたらこちらを見つけました！とても満足しています。",4
"No.243 :","音も画像も問題なく使えてます！安く買えたので満足です！動画を見たりするだけなので十分です。",4
"No.244 :","画面の大きさとバッテリーの長さに惹かれました。",5
"No.245 :","開封後すぐに液晶フィルムが剥がれてしましました。思っていたよりも良くて満足です。",3
"No.246 :","パソコンは持ち歩けないけど、タブレットはスマホより画面が大きく、軽くて扱い易いので、使いやすいです",5
"No.247 :","大きくて動画や漫画を見るのには最適な大きさだと思いました",4
"No.248 :","子供の動画閲覧用に購入しました。WiFiもスムーズに繋がり今の所不自由無く使えています。",5
"No.249 :","今日、届きました。子供の学習用に購入したのですが。十分動きもスムーズで使いやすいと思います。発送が早くて助かりました。",5
"No.250 :","以前使用していたタブレットが古くなり取り合えず感で購入。金額的にこの金額でのクオリティーであれば十分です。",5
"No.251 :","検索履歴があり、これは使用品なのですか？使用品を購入していないはずですが",1
"No.252 :","残念ながら、wifi電波をキャッチする能力が低すぎて使い物になりませんでした。おすすめしません",1
"No.253 :","電源差込口が悪い。不便",4
"No.254 :","日常使いは、問題なし。カメラ機能が貧弱。",4
"No.255 :","ヤフーニュースが簡単に観られたら有り難いです。IDを入力しなければ使用出来なくて面倒です",1
"No.256 :","初期保護フィルムが貼っていないとかあり得ない！画面傷だらけ！",1
"No.257 :","Googleアプリをほぼ限定なのでけっこうストレス無く使えてます。値段のわりにはよい物でした。",5
"No.258 :","シンプルなものを探していました。最低限の機能はついていますので満足しています。",4
"No.259 :","おもったより早かったから良かったただ、保護ヒィルムがない",3
"No.260 :","アプリや動画を見る為に購入しました。子供が使うので価格共にちょうどいいです。",4
"No.261 :","この価格帯でこれだけの機能があれば十分だと思いました！ありがとうございます。",5
"No.262 :","画質とバッテリーの持ちが良く気に入っています<U+203C><U+FE0E>子供の為に買いましたが、満足しています。",5
"No.263 :","まだ使いたてなのでよくわからないですがこの値段なら満足できそうです。",5
"No.264 :","やや反応は遅いですが、子供に習い事のオンラインでの使用や動画の視聴などでは値段もお手頃でいいと思います。",4
"No.265 :","高齢の両親に購入しました。使う用途はYouTube、ラインがほとんどなので十分です。",4
"No.266 :","アマゾンプライムビデオとYouTube鑑賞用で購入したけど特に問題なく使用できて満足です。",4
"No.267 :","母の動画視聴用に購入しました。問題なく使えているようです。",4
"No.268 :","安かったですが、ちゃんと使えます。専用ケースがもらえるのが嬉しいです。",5
"No.269 :","VOCAアプリ専用に購入しました。軽いし、用途を限定して使うにはとても使いやすい機種だと思います。",4
"No.270 :","コストパフォーマンスの高さは納得の価格です。仕事用に2台購入して、正解でした。",5
"No.271 :","お値段なりの性能で私には十分ですね!良い買い物しました",5
"No.272 :","初めてのタブレットですが、コストの割りにとても使いやすく大変満足しています。",5
"No.273 :","特に問題なくサクサク使えています。音質、画質共に特に問題ないのでこのまま使用したいと思います。",4
"No.274 :","持ち運びの時軽くて負担が掛からない便利さです。",3
"No.275 :","車の中で子供に動画を見せる用に購入しました！使うのが楽しみです♪",5
"No.276 :","軽くて使いやすそう。フィルムを気付かず剥がしてしまったのは残念。",3
"No.277 :","画質がもう少し良かったら嬉しかったかな。読み込みも遅いような…",3
"No.278 :","Androidのスマホとほぼ同じように使え、画質も問題なく・非常にコスパの高い商品でした。",4
"No.279 :","3台目ですが一番使いやすくそして安いので買って良かったです！",5
"No.280 :","画質も良く、そんなに重く感じない",4
"No.281 :","何回も購入し、SDミニカードの再生には使用できるが、ネットとつなぐことはできず。",1
