青菜,根菜,牛肉,豚肉,鶏肉,牛乳,パスタ,パスタソース,インスタントカレー,お茶,炭酸飲料,インスタントコーヒー,チョコレート,スナック菓子,米菓,アイス,洗濯洗剤,台所洗剤,シャンプー,リンス
1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1
1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0
1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1
1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1
1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1
1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1
1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1
0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0
1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1
0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1
1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1
1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1
1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1
1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1
1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1
1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0
1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0
1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0
1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1
1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1
1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1
1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1
1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1
1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1
1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1
0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1
1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1
1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1
1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1
1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1
1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0
0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1
1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0
1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1
1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1
0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1
1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1
1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1
1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0
1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1
0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1
1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0
1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1
1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0
0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1
0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1
1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1
1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1
1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1
1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0
1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1
1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1
1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0
1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1
1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0
1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1
1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0
1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1
1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0
1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0
1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1
1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0
0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
