studentID,s-sID,pre1,post1,pre1.cgm,pre1.cwc,pre2.m,post2.m,schoolID,time2,ratio2,n
1277,77,62,126,12.21,12.51,49.49,122.48,13,5.75,9.94,100
1278,78,47,128,-2.79,-2.49,49.49,122.48,13,5.75,9.94,100
1279,79,53,111,3.21,3.51,49.49,122.48,13,5.75,9.94,100
1280,80,53,134,3.21,3.51,49.49,122.48,13,5.75,9.94,100
1281,81,49,127,-0.79,-0.49,49.49,122.48,13,5.75,9.94,100
1282,82,52,121,2.21,2.51,49.49,122.48,13,5.75,9.94,100
1283,83,42,108,-7.79,-7.49,49.49,122.48,13,5.75,9.94,100
1284,84,36,95,-13.79,-13.49,49.49,122.48,13,5.75,9.94,100
1285,85,60,139,10.21,10.51,49.49,122.48,13,5.75,9.94,100
1286,86,49,132,-0.79,-0.49,49.49,122.48,13,5.75,9.94,100
1287,87,53,115,3.21,3.51,49.49,122.48,13,5.75,9.94,100
1288,88,42,113,-7.79,-7.49,49.49,122.48,13,5.75,9.94,100
1289,89,61,125,11.21,11.51,49.49,122.48,13,5.75,9.94,100
1290,90,57,129,7.21,7.51,49.49,122.48,13,5.75,9.94,100
1291,91,53,126,3.21,3.51,49.49,122.48,13,5.75,9.94,100
1292,92,46,129,-3.79,-3.49,49.49,122.48,13,5.75,9.94,100
1293,93,41,124,-8.79,-8.49,49.49,122.48,13,5.75,9.94,100
1294,94,40,124,-9.79,-9.49,49.49,122.48,13,5.75,9.94,100
1295,95,40,111,-9.79,-9.49,49.49,122.48,13,5.75,9.94,100
1296,96,48,136,-1.79,-1.49,49.49,122.48,13,5.75,9.94,100
1297,97,41,108,-8.79,-8.49,49.49,122.48,13,5.75,9.94,100
1298,98,51,129,1.21,1.51,49.49,122.48,13,5.75,9.94,100
1299,99,50,122,0.21,0.51,49.49,122.48,13,5.75,9.94,100
1300,100,56,119,6.21,6.51,49.49,122.48,13,5.75,9.94,100
1301,1,42,114,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1302,2,59,100,9.21,11.69,47.31,114.61,14,2.49,12.24,100
1303,3,62,138,12.21,14.69,47.31,114.61,14,2.49,12.24,100
1304,4,57,114,7.21,9.69,47.31,114.61,14,2.49,12.24,100
1305,5,47,122,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1306,6,56,114,6.21,8.69,47.31,114.61,14,2.49,12.24,100
1307,7,47,113,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1308,8,54,124,4.21,6.69,47.31,114.61,14,2.49,12.24,100
1309,9,44,110,-5.79,-3.31,47.31,114.61,14,2.49,12.24,100
1310,10,54,116,4.21,6.69,47.31,114.61,14,2.49,12.24,100
1311,11,44,119,-5.79,-3.31,47.31,114.61,14,2.49,12.24,100
1312,12,49,123,-0.79,1.69,47.31,114.61,14,2.49,12.24,100
1313,13,52,115,2.21,4.69,47.31,114.61,14,2.49,12.24,100
1314,14,45,100,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1315,15,50,120,0.21,2.69,47.31,114.61,14,2.49,12.24,100
1316,16,53,132,3.21,5.69,47.31,114.61,14,2.49,12.24,100
1317,17,60,130,10.21,12.69,47.31,114.61,14,2.49,12.24,100
1318,18,58,134,8.21,10.69,47.31,114.61,14,2.49,12.24,100
1319,19,48,128,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1320,20,55,121,5.21,7.69,47.31,114.61,14,2.49,12.24,100
1321,21,38,98,-11.79,-9.31,47.31,114.61,14,2.49,12.24,100
1322,22,46,106,-3.79,-1.31,47.31,114.61,14,2.49,12.24,100
1323,23,48,120,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1324,24,45,104,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1325,25,52,118,2.21,4.69,47.31,114.61,14,2.49,12.24,100
1326,26,42,117,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1327,27,57,127,7.21,9.69,47.31,114.61,14,2.49,12.24,100
1328,28,53,130,3.21,5.69,47.31,114.61,14,2.49,12.24,100
1329,29,44,95,-5.79,-3.31,47.31,114.61,14,2.49,12.24,100
1330,30,37,105,-12.79,-10.31,47.31,114.61,14,2.49,12.24,100
1331,31,37,99,-12.79,-10.31,47.31,114.61,14,2.49,12.24,100
1332,32,45,109,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1333,33,49,96,-0.79,1.69,47.31,114.61,14,2.49,12.24,100
1334,34,52,112,2.21,4.69,47.31,114.61,14,2.49,12.24,100
1335,35,50,128,0.21,2.69,47.31,114.61,14,2.49,12.24,100
1336,36,44,105,-5.79,-3.31,47.31,114.61,14,2.49,12.24,100
1337,37,49,111,-0.79,1.69,47.31,114.61,14,2.49,12.24,100
1338,38,45,123,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1339,39,56,127,6.21,8.69,47.31,114.61,14,2.49,12.24,100
1340,40,47,120,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1341,41,44,104,-5.79,-3.31,47.31,114.61,14,2.49,12.24,100
1342,42,50,108,0.21,2.69,47.31,114.61,14,2.49,12.24,100
1343,43,47,129,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1344,44,47,119,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1345,45,38,100,-11.79,-9.31,47.31,114.61,14,2.49,12.24,100
1346,46,32,116,-17.79,-15.31,47.31,114.61,14,2.49,12.24,100
1347,47,41,123,-8.79,-6.31,47.31,114.61,14,2.49,12.24,100
1348,48,51,114,1.21,3.69,47.31,114.61,14,2.49,12.24,100
1349,49,51,106,1.21,3.69,47.31,114.61,14,2.49,12.24,100
1350,50,47,128,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1351,51,34,99,-15.79,-13.31,47.31,114.61,14,2.49,12.24,100
1352,52,60,118,10.21,12.69,47.31,114.61,14,2.49,12.24,100
1353,53,40,126,-9.79,-7.31,47.31,114.61,14,2.49,12.24,100
1354,54,37,118,-12.79,-10.31,47.31,114.61,14,2.49,12.24,100
1355,55,47,109,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1356,56,51,108,1.21,3.69,47.31,114.61,14,2.49,12.24,100
1357,57,41,109,-8.79,-6.31,47.31,114.61,14,2.49,12.24,100
1358,58,45,110,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1359,59,55,122,5.21,7.69,47.31,114.61,14,2.49,12.24,100
1360,60,46,124,-3.79,-1.31,47.31,114.61,14,2.49,12.24,100
1361,61,46,119,-3.79,-1.31,47.31,114.61,14,2.49,12.24,100
1362,62,42,109,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1363,63,47,102,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1364,64,39,112,-10.79,-8.31,47.31,114.61,14,2.49,12.24,100
1365,65,42,123,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1366,66,41,100,-8.79,-6.31,47.31,114.61,14,2.49,12.24,100
1367,67,48,124,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1368,68,42,115,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1369,69,59,129,9.21,11.69,47.31,114.61,14,2.49,12.24,100
1370,70,48,112,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1371,71,53,125,3.21,5.69,47.31,114.61,14,2.49,12.24,100
1372,72,47,106,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1373,73,50,114,0.21,2.69,47.31,114.61,14,2.49,12.24,100
1374,74,49,124,-0.79,1.69,47.31,114.61,14,2.49,12.24,100
1375,75,48,112,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1376,76,55,127,5.21,7.69,47.31,114.61,14,2.49,12.24,100
1377,77,43,105,-6.79,-4.31,47.31,114.61,14,2.49,12.24,100
1378,78,51,120,1.21,3.69,47.31,114.61,14,2.49,12.24,100
1379,79,47,118,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1380,80,43,122,-6.79,-4.31,47.31,114.61,14,2.49,12.24,100
1381,81,42,98,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1382,82,55,104,5.21,7.69,47.31,114.61,14,2.49,12.24,100
1383,83,50,107,0.21,2.69,47.31,114.61,14,2.49,12.24,100
1384,84,43,130,-6.79,-4.31,47.31,114.61,14,2.49,12.24,100
1385,85,43,117,-6.79,-4.31,47.31,114.61,14,2.49,12.24,100
1386,86,59,123,9.21,11.69,47.31,114.61,14,2.49,12.24,100
1387,87,45,124,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1388,88,40,108,-9.79,-7.31,47.31,114.61,14,2.49,12.24,100
1389,89,47,114,-2.79,-0.31,47.31,114.61,14,2.49,12.24,100
1390,90,35,99,-14.79,-12.31,47.31,114.61,14,2.49,12.24,100
1391,91,52,109,2.21,4.69,47.31,114.61,14,2.49,12.24,100
1392,92,40,129,-9.79,-7.31,47.31,114.61,14,2.49,12.24,100
1393,93,40,92,-9.79,-7.31,47.31,114.61,14,2.49,12.24,100
1394,94,55,117,5.21,7.69,47.31,114.61,14,2.49,12.24,100
1395,95,43,91,-6.79,-4.31,47.31,114.61,14,2.49,12.24,100
1396,96,45,122,-4.79,-2.31,47.31,114.61,14,2.49,12.24,100
1397,97,48,94,-1.79,0.69,47.31,114.61,14,2.49,12.24,100
1398,98,42,116,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1399,99,49,113,-0.79,1.69,47.31,114.61,14,2.49,12.24,100
1400,100,42,109,-7.79,-5.31,47.31,114.61,14,2.49,12.24,100
1401,1,55,123,5.21,0.75,54.25,136.98,15,1.96,6.28,100
1402,2,66,155,16.21,11.75,54.25,136.98,15,1.96,6.28,100
1403,3,51,140,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1404,4,60,163,10.21,5.75,54.25,136.98,15,1.96,6.28,100
1405,5,57,142,7.21,2.75,54.25,136.98,15,1.96,6.28,100
1406,6,45,124,-4.79,-9.25,54.25,136.98,15,1.96,6.28,100
1407,7,54,126,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1408,8,61,150,11.21,6.75,54.25,136.98,15,1.96,6.28,100
1409,9,53,144,3.21,-1.25,54.25,136.98,15,1.96,6.28,100
1410,10,46,137,-3.79,-8.25,54.25,136.98,15,1.96,6.28,100
1411,11,60,136,10.21,5.75,54.25,136.98,15,1.96,6.28,100
1412,12,51,116,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1413,13,55,130,5.21,0.75,54.25,136.98,15,1.96,6.28,100
1414,14,45,126,-4.79,-9.25,54.25,136.98,15,1.96,6.28,100
1415,15,64,145,14.21,9.75,54.25,136.98,15,1.96,6.28,100
1416,16,54,133,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1417,17,53,145,3.21,-1.25,54.25,136.98,15,1.96,6.28,100
1418,18,54,127,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1419,19,45,124,-4.79,-9.25,54.25,136.98,15,1.96,6.28,100
1420,20,50,127,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1421,21,63,146,13.21,8.75,54.25,136.98,15,1.96,6.28,100
1422,22,63,144,13.21,8.75,54.25,136.98,15,1.96,6.28,100
1423,23,51,129,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1424,24,50,127,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1425,25,61,135,11.21,6.75,54.25,136.98,15,1.96,6.28,100
1426,26,57,165,7.21,2.75,54.25,136.98,15,1.96,6.28,100
1427,27,59,143,9.21,4.75,54.25,136.98,15,1.96,6.28,100
1428,28,49,126,-0.79,-5.25,54.25,136.98,15,1.96,6.28,100
1429,29,56,130,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1430,30,60,126,10.21,5.75,54.25,136.98,15,1.96,6.28,100
1431,31,50,141,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1432,32,54,152,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1433,33,64,134,14.21,9.75,54.25,136.98,15,1.96,6.28,100
1434,34,59,143,9.21,4.75,54.25,136.98,15,1.96,6.28,100
1435,35,60,155,10.21,5.75,54.25,136.98,15,1.96,6.28,100
1436,36,57,145,7.21,2.75,54.25,136.98,15,1.96,6.28,100
1437,37,52,129,2.21,-2.25,54.25,136.98,15,1.96,6.28,100
1438,38,61,145,11.21,6.75,54.25,136.98,15,1.96,6.28,100
1439,39,49,126,-0.79,-5.25,54.25,136.98,15,1.96,6.28,100
1440,40,44,137,-5.79,-10.25,54.25,136.98,15,1.96,6.28,100
1441,41,56,145,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1442,42,59,140,9.21,4.75,54.25,136.98,15,1.96,6.28,100
1443,43,71,173,21.21,16.75,54.25,136.98,15,1.96,6.28,100
1444,44,47,118,-2.79,-7.25,54.25,136.98,15,1.96,6.28,100
1445,45,51,125,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1446,46,62,161,12.21,7.75,54.25,136.98,15,1.96,6.28,100
1447,47,46,129,-3.79,-8.25,54.25,136.98,15,1.96,6.28,100
1448,48,64,149,14.21,9.75,54.25,136.98,15,1.96,6.28,100
1449,49,58,126,8.21,3.75,54.25,136.98,15,1.96,6.28,100
1450,50,60,127,10.21,5.75,54.25,136.98,15,1.96,6.28,100
1451,51,58,138,8.21,3.75,54.25,136.98,15,1.96,6.28,100
1452,52,61,155,11.21,6.75,54.25,136.98,15,1.96,6.28,100
1453,53,52,139,2.21,-2.25,54.25,136.98,15,1.96,6.28,100
1454,54,65,160,15.21,10.75,54.25,136.98,15,1.96,6.28,100
1455,55,56,151,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1456,56,47,132,-2.79,-7.25,54.25,136.98,15,1.96,6.28,100
1457,57,49,125,-0.79,-5.25,54.25,136.98,15,1.96,6.28,100
1458,58,57,154,7.21,2.75,54.25,136.98,15,1.96,6.28,100
1459,59,62,135,12.21,7.75,54.25,136.98,15,1.96,6.28,100
1460,60,53,138,3.21,-1.25,54.25,136.98,15,1.96,6.28,100
1461,61,56,150,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1462,62,51,138,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1463,63,49,129,-0.79,-5.25,54.25,136.98,15,1.96,6.28,100
1464,64,44,118,-5.79,-10.25,54.25,136.98,15,1.96,6.28,100
1465,65,43,120,-6.79,-11.25,54.25,136.98,15,1.96,6.28,100
1466,66,45,132,-4.79,-9.25,54.25,136.98,15,1.96,6.28,100
1467,67,51,116,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1468,68,57,139,7.21,2.75,54.25,136.98,15,1.96,6.28,100
1469,69,48,124,-1.79,-6.25,54.25,136.98,15,1.96,6.28,100
1470,70,62,152,12.21,7.75,54.25,136.98,15,1.96,6.28,100
1471,71,43,113,-6.79,-11.25,54.25,136.98,15,1.96,6.28,100
1472,72,40,124,-9.79,-14.25,54.25,136.98,15,1.96,6.28,100
1473,73,44,118,-5.79,-10.25,54.25,136.98,15,1.96,6.28,100
1474,74,50,152,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1475,75,54,131,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1476,76,50,125,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1477,77,56,139,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1478,78,61,148,11.21,6.75,54.25,136.98,15,1.96,6.28,100
1479,79,47,140,-2.79,-7.25,54.25,136.98,15,1.96,6.28,100
1480,80,68,150,18.21,13.75,54.25,136.98,15,1.96,6.28,100
1481,81,54,136,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1482,82,70,146,20.21,15.75,54.25,136.98,15,1.96,6.28,100
1483,83,55,122,5.21,0.75,54.25,136.98,15,1.96,6.28,100
1484,84,50,125,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1485,85,50,147,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1486,86,50,139,0.21,-4.25,54.25,136.98,15,1.96,6.28,100
1487,87,51,133,1.21,-3.25,54.25,136.98,15,1.96,6.28,100
1488,88,58,139,8.21,3.75,54.25,136.98,15,1.96,6.28,100
1489,89,54,147,4.21,-0.25,54.25,136.98,15,1.96,6.28,100
1490,90,52,134,2.21,-2.25,54.25,136.98,15,1.96,6.28,100
1491,91,48,136,-1.79,-6.25,54.25,136.98,15,1.96,6.28,100
1492,92,44,139,-5.79,-10.25,54.25,136.98,15,1.96,6.28,100
1493,93,68,151,18.21,13.75,54.25,136.98,15,1.96,6.28,100
1494,94,56,127,6.21,1.75,54.25,136.98,15,1.96,6.28,100
1495,95,52,141,2.21,-2.25,54.25,136.98,15,1.96,6.28,100
1496,96,64,152,14.21,9.75,54.25,136.98,15,1.96,6.28,100
1497,97,52,133,2.21,-2.25,54.25,136.98,15,1.96,6.28,100
1498,98,63,143,13.21,8.75,54.25,136.98,15,1.96,6.28,100
1499,99,47,126,-2.79,-7.25,54.25,136.98,15,1.96,6.28,100
1500,100,36,113,-13.79,-18.25,54.25,136.98,15,1.96,6.28,100
1501,1,54,144,4.21,2.71,51.29,136.31,16,5,9.6,100
1502,2,50,135,0.21,-1.29,51.29,136.31,16,5,9.6,100
1503,3,59,137,9.21,7.71,51.29,136.31,16,5,9.6,100
1504,4,41,127,-8.79,-10.29,51.29,136.31,16,5,9.6,100
1505,5,59,135,9.21,7.71,51.29,136.31,16,5,9.6,100
1506,6,48,116,-1.79,-3.29,51.29,136.31,16,5,9.6,100
1507,7,44,129,-5.79,-7.29,51.29,136.31,16,5,9.6,100
1508,8,51,121,1.21,-0.29,51.29,136.31,16,5,9.6,100
1509,9,58,147,8.21,6.71,51.29,136.31,16,5,9.6,100
1510,10,55,142,5.21,3.71,51.29,136.31,16,5,9.6,100
1511,11,64,136,14.21,12.71,51.29,136.31,16,5,9.6,100
1512,12,52,131,2.21,0.71,51.29,136.31,16,5,9.6,100
1513,13,46,136,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1514,14,62,122,12.21,10.71,51.29,136.31,16,5,9.6,100
1515,15,56,148,6.21,4.71,51.29,136.31,16,5,9.6,100
1516,16,39,110,-10.79,-12.29,51.29,136.31,16,5,9.6,100
1517,17,55,116,5.21,3.71,51.29,136.31,16,5,9.6,100
1518,18,54,135,4.21,2.71,51.29,136.31,16,5,9.6,100
1519,19,47,148,-2.79,-4.29,51.29,136.31,16,5,9.6,100
1520,20,59,156,9.21,7.71,51.29,136.31,16,5,9.6,100
1521,21,39,130,-10.79,-12.29,51.29,136.31,16,5,9.6,100
1522,22,49,142,-0.79,-2.29,51.29,136.31,16,5,9.6,100
1523,23,50,155,0.21,-1.29,51.29,136.31,16,5,9.6,100
1524,24,61,142,11.21,9.71,51.29,136.31,16,5,9.6,100
1525,25,45,128,-4.79,-6.29,51.29,136.31,16,5,9.6,100
1526,26,62,139,12.21,10.71,51.29,136.31,16,5,9.6,100
1527,27,58,144,8.21,6.71,51.29,136.31,16,5,9.6,100
1528,28,58,127,8.21,6.71,51.29,136.31,16,5,9.6,100
1529,29,57,141,7.21,5.71,51.29,136.31,16,5,9.6,100
1530,30,52,148,2.21,0.71,51.29,136.31,16,5,9.6,100
1531,31,46,136,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1532,32,52,134,2.21,0.71,51.29,136.31,16,5,9.6,100
1533,33,50,126,0.21,-1.29,51.29,136.31,16,5,9.6,100
1534,34,44,130,-5.79,-7.29,51.29,136.31,16,5,9.6,100
1535,35,44,120,-5.79,-7.29,51.29,136.31,16,5,9.6,100
1536,36,53,134,3.21,1.71,51.29,136.31,16,5,9.6,100
1537,37,55,146,5.21,3.71,51.29,136.31,16,5,9.6,100
1538,38,52,149,2.21,0.71,51.29,136.31,16,5,9.6,100
1539,39,53,136,3.21,1.71,51.29,136.31,16,5,9.6,100
1540,40,49,126,-0.79,-2.29,51.29,136.31,16,5,9.6,100
1541,41,42,143,-7.79,-9.29,51.29,136.31,16,5,9.6,100
1542,42,65,149,15.21,13.71,51.29,136.31,16,5,9.6,100
1543,43,53,124,3.21,1.71,51.29,136.31,16,5,9.6,100
1544,44,48,146,-1.79,-3.29,51.29,136.31,16,5,9.6,100
1545,45,46,134,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1546,46,53,146,3.21,1.71,51.29,136.31,16,5,9.6,100
1547,47,52,109,2.21,0.71,51.29,136.31,16,5,9.6,100
1548,48,55,140,5.21,3.71,51.29,136.31,16,5,9.6,100
1549,49,55,142,5.21,3.71,51.29,136.31,16,5,9.6,100
1550,50,50,136,0.21,-1.29,51.29,136.31,16,5,9.6,100
1551,51,52,142,2.21,0.71,51.29,136.31,16,5,9.6,100
1552,52,56,128,6.21,4.71,51.29,136.31,16,5,9.6,100
1553,53,57,158,7.21,5.71,51.29,136.31,16,5,9.6,100
1554,54,57,126,7.21,5.71,51.29,136.31,16,5,9.6,100
1555,55,38,134,-11.79,-13.29,51.29,136.31,16,5,9.6,100
1556,56,56,157,6.21,4.71,51.29,136.31,16,5,9.6,100
1557,57,59,135,9.21,7.71,51.29,136.31,16,5,9.6,100
1558,58,42,116,-7.79,-9.29,51.29,136.31,16,5,9.6,100
1559,59,74,154,24.21,22.71,51.29,136.31,16,5,9.6,100
1560,60,46,133,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1561,61,42,132,-7.79,-9.29,51.29,136.31,16,5,9.6,100
1562,62,48,153,-1.79,-3.29,51.29,136.31,16,5,9.6,100
1563,63,47,137,-2.79,-4.29,51.29,136.31,16,5,9.6,100
1564,64,40,138,-9.79,-11.29,51.29,136.31,16,5,9.6,100
1565,65,43,128,-6.79,-8.29,51.29,136.31,16,5,9.6,100
1566,66,46,140,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1567,67,46,144,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1568,68,46,134,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1569,69,57,139,7.21,5.71,51.29,136.31,16,5,9.6,100
1570,70,47,128,-2.79,-4.29,51.29,136.31,16,5,9.6,100
1571,71,42,134,-7.79,-9.29,51.29,136.31,16,5,9.6,100
1572,72,50,135,0.21,-1.29,51.29,136.31,16,5,9.6,100
1573,73,57,133,7.21,5.71,51.29,136.31,16,5,9.6,100
1574,74,51,141,1.21,-0.29,51.29,136.31,16,5,9.6,100
1575,75,56,143,6.21,4.71,51.29,136.31,16,5,9.6,100
1576,76,51,125,1.21,-0.29,51.29,136.31,16,5,9.6,100
1577,77,37,118,-12.79,-14.29,51.29,136.31,16,5,9.6,100
1578,78,44,138,-5.79,-7.29,51.29,136.31,16,5,9.6,100
1579,79,50,143,0.21,-1.29,51.29,136.31,16,5,9.6,100
1580,80,57,129,7.21,5.71,51.29,136.31,16,5,9.6,100
1581,81,62,160,12.21,10.71,51.29,136.31,16,5,9.6,100
1582,82,58,137,8.21,6.71,51.29,136.31,16,5,9.6,100
1583,83,59,130,9.21,7.71,51.29,136.31,16,5,9.6,100
1584,84,48,152,-1.79,-3.29,51.29,136.31,16,5,9.6,100
1585,85,50,131,0.21,-1.29,51.29,136.31,16,5,9.6,100
1586,86,50,132,0.21,-1.29,51.29,136.31,16,5,9.6,100
1587,87,57,136,7.21,5.71,51.29,136.31,16,5,9.6,100
1588,88,50,133,0.21,-1.29,51.29,136.31,16,5,9.6,100
1589,89,60,144,10.21,8.71,51.29,136.31,16,5,9.6,100
1590,90,35,114,-14.79,-16.29,51.29,136.31,16,5,9.6,100
1591,91,46,139,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1592,92,53,134,3.21,1.71,51.29,136.31,16,5,9.6,100
1593,93,36,122,-13.79,-15.29,51.29,136.31,16,5,9.6,100
1594,94,55,142,5.21,3.71,51.29,136.31,16,5,9.6,100
1595,95,55,166,5.21,3.71,51.29,136.31,16,5,9.6,100
1596,96,43,130,-6.79,-8.29,51.29,136.31,16,5,9.6,100
1597,97,55,140,5.21,3.71,51.29,136.31,16,5,9.6,100
1598,98,55,136,5.21,3.71,51.29,136.31,16,5,9.6,100
1599,99,46,129,-3.79,-5.29,51.29,136.31,16,5,9.6,100
1600,100,61,156,11.21,9.71,51.29,136.31,16,5,9.6,100
1601,1,41,123,-8.79,-7.47,48.47,123.06,17,4.61,9.12,100
1602,2,48,136,-1.79,-0.47,48.47,123.06,17,4.61,9.12,100
1603,3,47,100,-2.79,-1.47,48.47,123.06,17,4.61,9.12,100
1604,4,43,127,-6.79,-5.47,48.47,123.06,17,4.61,9.12,100
1605,5,54,128,4.21,5.53,48.47,123.06,17,4.61,9.12,100
1606,6,47,134,-2.79,-1.47,48.47,123.06,17,4.61,9.12,100
1607,7,55,152,5.21,6.53,48.47,123.06,17,4.61,9.12,100
1608,8,61,139,11.21,12.53,48.47,123.06,17,4.61,9.12,100
1609,9,50,138,0.21,1.53,48.47,123.06,17,4.61,9.12,100
1610,10,51,131,1.21,2.53,48.47,123.06,17,4.61,9.12,100
1611,11,57,133,7.21,8.53,48.47,123.06,17,4.61,9.12,100
1612,12,53,121,3.21,4.53,48.47,123.06,17,4.61,9.12,100
1613,13,58,147,8.21,9.53,48.47,123.06,17,4.61,9.12,100
1614,14,50,130,0.21,1.53,48.47,123.06,17,4.61,9.12,100
1615,15,60,145,10.21,11.53,48.47,123.06,17,4.61,9.12,100
1616,16,48,108,-1.79,-0.47,48.47,123.06,17,4.61,9.12,100
1617,17,54,117,4.21,5.53,48.47,123.06,17,4.61,9.12,100
1618,18,50,132,0.21,1.53,48.47,123.06,17,4.61,9.12,100
1619,19,53,131,3.21,4.53,48.47,123.06,17,4.61,9.12,100
1620,20,53,115,3.21,4.53,48.47,123.06,17,4.61,9.12,100
1621,21,53,109,3.21,4.53,48.47,123.06,17,4.61,9.12,100
1622,22,44,110,-5.79,-4.47,48.47,123.06,17,4.61,9.12,100
1623,23,44,126,-5.79,-4.47,48.47,123.06,17,4.61,9.12,100
1624,24,60,129,10.21,11.53,48.47,123.06,17,4.61,9.12,100
1625,25,44,116,-5.79,-4.47,48.47,123.06,17,4.61,9.12,100
1626,26,57,132,7.21,8.53,48.47,123.06,17,4.61,9.12,100
1627,27,49,133,-0.79,0.53,48.47,123.06,17,4.61,9.12,100
1628,28,50,123,0.21,1.53,48.47,123.06,17,4.61,9.12,100
1629,29,51,110,1.21,2.53,48.47,123.06,17,4.61,9.12,100
1630,30,44,110,-5.79,-4.47,48.47,123.06,17,4.61,9.12,100
1631,31,40,126,-9.79,-8.47,48.47,123.06,17,4.61,9.12,100
1632,32,42,98,-7.79,-6.47,48.47,123.06,17,4.61,9.12,100
1633,33,42,116,-7.79,-6.47,48.47,123.06,17,4.61,9.12,100
1634,34,24,87,-25.79,-24.47,48.47,123.06,17,4.61,9.12,100
1635,35,39,102,-10.79,-9.47,48.47,123.06,17,4.61,9.12,100
1636,36,45,119,-4.79,-3.47,48.47,123.06,17,4.61,9.12,100
1637,37,43,119,-6.79,-5.47,48.47,123.06,17,4.61,9.12,100
1638,38,43,102,-6.79,-5.47,48.47,123.06,17,4.61,9.12,100
1639,39,49,112,-0.79,0.53,48.47,123.06,17,4.61,9.12,100
1640,40,44,110,-5.79,-4.47,48.47,123.06,17,4.61,9.12,100
1641,41,50,128,0.21,1.53,48.47,123.06,17,4.61,9.12,100
1642,42,46,116,-3.79,-2.47,48.47,123.06,17,4.61,9.12,100
1643,43,47,119,-2.79,-1.47,48.47,123.06,17,4.61,9.12,100
1644,44,57,133,7.21,8.53,48.47,123.06,17,4.61,9.12,100
1645,45,62,156,12.21,13.53,48.47,123.06,17,4.61,9.12,100
1646,46,49,131,-0.79,0.53,48.47,123.06,17,4.61,9.12,100
1647,47,61,130,11.21,12.53,48.47,123.06,17,4.61,9.12,100
1648,48,47,111,-2.79,-1.47,48.47,123.06,17,4.61,9.12,100
