recency,history,zip_code,channel,segment,visit
2,263.98,Surburban,Web,Mens E-Mail,0
9,65.14,Surburban,Web,Womens E-Mail,0
1,434.32,Rural,Web,No E-Mail,0
12,88.94,Urban,Web,Womens E-Mail,0
3,275.54,Urban,Multichannel,No E-Mail,1
5,335.82,Surburban,Phone,Womens E-Mail,0
2,495.54,Urban,Multichannel,Womens E-Mail,0
9,389.05,Urban,Multichannel,Womens E-Mail,1
1,173.19,Urban,Phone,Mens E-Mail,0
4,75.49,Surburban,Web,Mens E-Mail,0
7,29.99,Urban,Phone,Womens E-Mail,1
5,700.68,Surburban,Phone,No E-Mail,0
3,387.88,Surburban,Phone,Womens E-Mail,0
7,474.02,Urban,Web,No E-Mail,1
10,58.81,Urban,Web,Womens E-Mail,0
5,29.99,Urban,Web,Womens E-Mail,0
3,822.84,Surburban,Multichannel,No E-Mail,1
9,29.99,Surburban,Web,Womens E-Mail,0
9,34.32,Surburban,Web,Womens E-Mail,0
1,499.5,Rural,Multichannel,No E-Mail,1
9,746.98,Urban,Multichannel,Mens E-Mail,0
10,119.63,Surburban,Web,No E-Mail,0
1,507.01,Urban,Multichannel,No E-Mail,0
7,48.62,Rural,Phone,Mens E-Mail,0
1,481.28,Surburban,Web,No E-Mail,0
10,56.47,Urban,Web,Mens E-Mail,0
8,79.23,Urban,Phone,Womens E-Mail,0
5,223,Surburban,Web,Womens E-Mail,0
2,132.77,Rural,Web,No E-Mail,0
2,103.65,Surburban,Web,No E-Mail,0
7,29.99,Surburban,Phone,Womens E-Mail,0
3,903.97,Rural,Phone,Mens E-Mail,0
4,607.43,Urban,Multichannel,Womens E-Mail,0
12,76.97,Urban,Phone,No E-Mail,0
9,29.99,Urban,Web,Womens E-Mail,0
11,45.96,Surburban,Web,Womens E-Mail,1
10,43.25,Surburban,Phone,Mens E-Mail,0
2,454.41,Urban,Phone,Mens E-Mail,0
3,49.39,Rural,Phone,Mens E-Mail,0
7,262.56,Surburban,Web,No E-Mail,0
10,131.55,Surburban,Phone,Womens E-Mail,0
3,896.33,Urban,Multichannel,No E-Mail,0
1,260.81,Surburban,Multichannel,No E-Mail,0
9,375.91,Urban,Phone,Mens E-Mail,0
5,287.98,Surburban,Phone,Mens E-Mail,0
1,789.5,Surburban,Web,No E-Mail,0
11,29.99,Surburban,Phone,Mens E-Mail,0
8,77.22,Surburban,Phone,No E-Mail,0
10,151.88,Urban,Phone,Womens E-Mail,0
1,149.39,Surburban,Phone,Womens E-Mail,0
11,66.96,Surburban,Web,No E-Mail,0
10,29.99,Urban,Web,No E-Mail,0
2,958.96,Surburban,Multichannel,No E-Mail,0
1,72.41,Urban,Phone,Mens E-Mail,0
9,540.62,Rural,Multichannel,No E-Mail,0
11,29.99,Rural,Web,Womens E-Mail,0
9,87.43,Rural,Phone,Mens E-Mail,0
6,256.3,Surburban,Web,No E-Mail,0
3,104.35,Surburban,Web,Womens E-Mail,0
12,167.59,Surburban,Phone,Womens E-Mail,0
9,125.6,Rural,Web,Womens E-Mail,0
7,409.89,Rural,Web,Mens E-Mail,0
1,141.06,Urban,Web,Mens E-Mail,0
10,115.22,Urban,Web,Womens E-Mail,0
5,585.53,Rural,Multichannel,No E-Mail,0
3,34.05,Surburban,Phone,Womens E-Mail,0
5,404.96,Urban,Multichannel,Mens E-Mail,0
12,64.69,Surburban,Phone,Mens E-Mail,0
12,180.74,Urban,Web,Mens E-Mail,0
9,67.27,Urban,Web,No E-Mail,0
3,383.59,Urban,Multichannel,No E-Mail,0
11,83.03,Urban,Web,Mens E-Mail,0
11,247.07,Surburban,Web,Womens E-Mail,1
11,80.58,Surburban,Web,Womens E-Mail,0
4,266.95,Rural,Web,Womens E-Mail,0
10,65.37,Surburban,Web,No E-Mail,0
7,29.99,Urban,Web,Mens E-Mail,1
5,489.32,Surburban,Phone,Mens E-Mail,0
2,49.69,Rural,Phone,Mens E-Mail,0
3,40.86,Rural,Phone,No E-Mail,0
11,424.04,Surburban,Web,Womens E-Mail,0
4,199.77,Rural,Web,Mens E-Mail,0
3,1328.17,Urban,Multichannel,No E-Mail,1
2,78.41,Urban,Web,Mens E-Mail,0
2,153.82,Urban,Web,Womens E-Mail,1
8,29.99,Surburban,Web,No E-Mail,0
5,29.99,Urban,Web,Womens E-Mail,1
10,197.09,Surburban,Web,Womens E-Mail,0
7,127.62,Surburban,Web,Womens E-Mail,0
7,442.81,Surburban,Web,Womens E-Mail,0
1,67.48,Rural,Web,Womens E-Mail,0
3,629.68,Urban,Multichannel,Womens E-Mail,0
7,434.35,Urban,Web,No E-Mail,0
4,50.5,Surburban,Web,No E-Mail,0
6,231.14,Urban,Phone,No E-Mail,0
3,152.74,Surburban,Web,No E-Mail,0
3,284.67,Urban,Web,Mens E-Mail,0
5,29.99,Urban,Web,No E-Mail,0
9,539.44,Rural,Multichannel,Womens E-Mail,0
3,52.44,Surburban,Phone,Womens E-Mail,0
9,29.99,Surburban,Web,Womens E-Mail,1
5,122.05,Rural,Web,Womens E-Mail,0
3,147.83,Urban,Web,Womens E-Mail,0
9,470.6,Surburban,Multichannel,Mens E-Mail,0
2,167.59,Urban,Web,Mens E-Mail,0
3,67.46,Urban,Web,Womens E-Mail,1
5,131.39,Rural,Phone,Mens E-Mail,1
2,29.99,Surburban,Phone,Womens E-Mail,0
7,193.66,Rural,Phone,Mens E-Mail,0
1,29.99,Surburban,Web,No E-Mail,1
6,282.07,Rural,Phone,Mens E-Mail,0
3,373.43,Surburban,Phone,Mens E-Mail,0
1,210.8,Surburban,Multichannel,Mens E-Mail,0
5,350.58,Urban,Multichannel,Mens E-Mail,0
12,378.74,Urban,Phone,Mens E-Mail,0
3,47.89,Urban,Web,Mens E-Mail,0
4,75.41,Surburban,Phone,No E-Mail,0
12,29.99,Surburban,Web,Womens E-Mail,0
7,237.48,Surburban,Multichannel,Mens E-Mail,0
5,214.19,Surburban,Phone,Mens E-Mail,0
4,370.93,Urban,Phone,No E-Mail,0
6,29.99,Surburban,Web,No E-Mail,0
3,92.93,Surburban,Phone,No E-Mail,0
4,722.98,Rural,Web,No E-Mail,0
7,301.56,Urban,Multichannel,No E-Mail,0
4,469.27,Rural,Web,No E-Mail,0
3,277.18,Urban,Web,Womens E-Mail,0
4,29.99,Urban,Phone,Mens E-Mail,0
11,29.99,Urban,Web,Mens E-Mail,0
2,123.67,Urban,Web,No E-Mail,1
9,141.69,Urban,Phone,Womens E-Mail,0
3,346.92,Urban,Web,Womens E-Mail,0
10,79.2,Surburban,Web,Womens E-Mail,0
10,327.02,Surburban,Multichannel,No E-Mail,0
2,696.17,Surburban,Web,Womens E-Mail,0
10,330.87,Surburban,Multichannel,Mens E-Mail,0
4,29.99,Surburban,Phone,Mens E-Mail,0
4,145.61,Rural,Web,Mens E-Mail,0
1,65.45,Surburban,Phone,Mens E-Mail,1
10,498.38,Urban,Web,Mens E-Mail,0
10,237.14,Urban,Web,Mens E-Mail,1
10,807.45,Surburban,Phone,No E-Mail,0
1,158.94,Rural,Web,Mens E-Mail,1
9,195.54,Urban,Phone,No E-Mail,0
1,255.66,Urban,Web,Mens E-Mail,0
10,29.99,Rural,Phone,No E-Mail,0
8,29.99,Surburban,Phone,Womens E-Mail,0
2,29.99,Surburban,Web,Mens E-Mail,1
2,30.29,Urban,Web,No E-Mail,0
12,46.18,Surburban,Phone,No E-Mail,0
5,108.12,Urban,Web,Mens E-Mail,0
10,29.99,Surburban,Web,Womens E-Mail,0
7,164.79,Urban,Web,Mens E-Mail,0
9,178.89,Urban,Phone,No E-Mail,0
7,640.58,Surburban,Web,Mens E-Mail,0
9,51.99,Rural,Web,Mens E-Mail,0
9,266.66,Surburban,Phone,No E-Mail,0
7,95.89,Surburban,Web,Womens E-Mail,0
1,29.99,Rural,Web,Womens E-Mail,0
6,29.99,Surburban,Web,No E-Mail,0
1,253.69,Surburban,Multichannel,Womens E-Mail,0
7,96.18,Urban,Phone,No E-Mail,0
3,89.9,Rural,Phone,Mens E-Mail,0
2,98.86,Surburban,Web,Mens E-Mail,0
2,41.5,Surburban,Phone,Womens E-Mail,0
3,185.86,Urban,Web,Womens E-Mail,0
4,43.59,Urban,Phone,Womens E-Mail,0
3,548.87,Urban,Phone,Womens E-Mail,1
6,34.8,Rural,Phone,Mens E-Mail,0
3,498.48,Surburban,Phone,Womens E-Mail,0
8,570.18,Urban,Web,Womens E-Mail,1
1,339.39,Urban,Web,Womens E-Mail,0
10,77,Surburban,Web,Mens E-Mail,1
5,233.71,Urban,Phone,Mens E-Mail,0
8,631.45,Urban,Multichannel,No E-Mail,0
1,1117.68,Urban,Phone,No E-Mail,1
1,365.54,Rural,Phone,No E-Mail,0
8,563.4,Urban,Phone,Mens E-Mail,1
11,173.01,Surburban,Web,Mens E-Mail,0
4,30.01,Surburban,Phone,No E-Mail,0
3,29.99,Urban,Phone,Womens E-Mail,0
2,323.52,Urban,Phone,Mens E-Mail,1
10,231.35,Surburban,Web,No E-Mail,0
10,225.52,Rural,Phone,No E-Mail,0
10,172.52,Surburban,Web,Mens E-Mail,0
5,551.56,Urban,Web,No E-Mail,0
7,55.63,Urban,Web,Womens E-Mail,1
9,29.99,Surburban,Web,Mens E-Mail,0
6,45.57,Urban,Phone,Mens E-Mail,0
1,291.44,Surburban,Phone,No E-Mail,0
8,110.56,Urban,Web,No E-Mail,0
6,169.5,Surburban,Web,Womens E-Mail,0
5,121.41,Rural,Web,Womens E-Mail,0
4,189.59,Urban,Phone,Womens E-Mail,0
9,58.25,Surburban,Phone,Mens E-Mail,0
6,627.58,Urban,Phone,Mens E-Mail,0
2,397.91,Urban,Web,No E-Mail,0
11,127.25,Surburban,Web,Womens E-Mail,0
7,221,Urban,Web,No E-Mail,0
3,505.29,Surburban,Web,Womens E-Mail,1
10,113.94,Urban,Web,Womens E-Mail,0
11,189.63,Urban,Phone,Womens E-Mail,0
2,1057.46,Surburban,Multichannel,No E-Mail,0
1,56.66,Urban,Web,Mens E-Mail,0
3,244.92,Surburban,Phone,Womens E-Mail,0
2,1182.72,Urban,Phone,Womens E-Mail,1
6,105.03,Surburban,Web,Womens E-Mail,0
6,90.77,Urban,Phone,No E-Mail,0
4,232.74,Surburban,Phone,No E-Mail,1
2,351.2,Rural,Phone,No E-Mail,0
3,498.73,Rural,Phone,Mens E-Mail,1
7,849.8,Urban,Phone,Womens E-Mail,0
1,114.19,Urban,Web,Mens E-Mail,1
7,111.07,Surburban,Phone,Mens E-Mail,0
5,358.86,Urban,Phone,Womens E-Mail,0
2,233.12,Urban,Phone,Mens E-Mail,0
10,213.63,Surburban,Phone,Womens E-Mail,0
4,178.52,Surburban,Phone,No E-Mail,0
10,228.36,Urban,Web,Womens E-Mail,0
10,77.22,Rural,Phone,Womens E-Mail,0
10,29.99,Surburban,Web,Womens E-Mail,1
1,424.12,Urban,Phone,Womens E-Mail,0
9,150.27,Surburban,Web,No E-Mail,0
11,81.19,Urban,Phone,Mens E-Mail,0
3,233.5,Surburban,Multichannel,Mens E-Mail,0
6,303.64,Surburban,Phone,Womens E-Mail,0
10,386.15,Rural,Web,Mens E-Mail,0
3,772.63,Surburban,Multichannel,Mens E-Mail,1
9,118.05,Surburban,Web,Womens E-Mail,0
8,175.14,Rural,Web,No E-Mail,0
8,214.07,Urban,Phone,No E-Mail,0
7,613.54,Surburban,Multichannel,Womens E-Mail,0
11,29.99,Urban,Phone,Womens E-Mail,0
8,163,Surburban,Web,No E-Mail,0
5,220.48,Surburban,Phone,No E-Mail,0
11,29.99,Urban,Phone,Mens E-Mail,0
5,49.1,Urban,Phone,Mens E-Mail,0
4,109.56,Urban,Web,No E-Mail,0
5,264.28,Surburban,Web,Mens E-Mail,1
6,385.65,Rural,Phone,Mens E-Mail,1
9,29.99,Urban,Phone,Womens E-Mail,0
10,268.81,Rural,Web,Mens E-Mail,0
3,778.71,Surburban,Phone,No E-Mail,0
8,66.65,Urban,Web,Mens E-Mail,0
1,678.56,Urban,Web,Womens E-Mail,0
11,34.29,Surburban,Web,Mens E-Mail,0
5,245.31,Urban,Multichannel,Mens E-Mail,0
1,31.01,Urban,Phone,Mens E-Mail,1
11,181.84,Urban,Web,Womens E-Mail,0
2,44.43,Urban,Phone,No E-Mail,0
10,32.71,Urban,Web,Mens E-Mail,0
4,88.96,Surburban,Web,Mens E-Mail,0
3,29.99,Rural,Web,Womens E-Mail,0
1,29.99,Urban,Web,No E-Mail,0
5,42.19,Rural,Phone,No E-Mail,0
6,208.64,Surburban,Web,No E-Mail,0
10,114.69,Rural,Web,Mens E-Mail,0
6,29.99,Surburban,Web,Womens E-Mail,0
9,392.77,Urban,Phone,Mens E-Mail,0
1,388.96,Surburban,Web,Womens E-Mail,0
4,29.99,Urban,Phone,No E-Mail,0
1,301.52,Urban,Phone,Mens E-Mail,1
1,899.62,Urban,Phone,Womens E-Mail,0
5,172.36,Surburban,Web,Womens E-Mail,0
2,423.43,Surburban,Phone,Mens E-Mail,0
6,288.1,Surburban,Phone,No E-Mail,1
10,167.22,Rural,Phone,Womens E-Mail,0
11,69.49,Urban,Web,Womens E-Mail,0
2,410.57,Surburban,Multichannel,Womens E-Mail,1
1,278.55,Urban,Phone,Womens E-Mail,0
2,165.38,Surburban,Web,No E-Mail,0
2,49.04,Rural,Phone,Womens E-Mail,0
3,29.99,Rural,Web,No E-Mail,0
11,81.52,Surburban,Phone,Womens E-Mail,1
10,509.78,Urban,Web,No E-Mail,0
5,128.74,Urban,Phone,No E-Mail,0
5,613.55,Urban,Multichannel,Womens E-Mail,0
8,119.29,Urban,Phone,Mens E-Mail,0
12,29.99,Urban,Phone,Womens E-Mail,0
8,110.34,Surburban,Phone,No E-Mail,0
11,169.31,Urban,Web,Mens E-Mail,0
10,96.21,Rural,Phone,Mens E-Mail,0
2,47,Rural,Web,No E-Mail,0
5,40.7,Surburban,Web,Womens E-Mail,0
6,264.78,Rural,Web,Womens E-Mail,0
7,141.99,Surburban,Phone,Womens E-Mail,1
10,64.65,Surburban,Phone,No E-Mail,0
1,329.15,Surburban,Phone,Womens E-Mail,0
3,82.31,Surburban,Web,Womens E-Mail,0
9,420.78,Surburban,Web,Womens E-Mail,0
7,29.99,Urban,Web,Mens E-Mail,0
10,123.09,Surburban,Web,Womens E-Mail,0
3,186.35,Surburban,Web,Mens E-Mail,0
11,187.27,Urban,Web,No E-Mail,0
1,347.94,Urban,Phone,Womens E-Mail,0
2,196.53,Urban,Phone,Mens E-Mail,0
10,127.89,Urban,Phone,Womens E-Mail,0
10,29.99,Rural,Phone,Mens E-Mail,0
6,54.61,Urban,Phone,Mens E-Mail,0
7,29.99,Rural,Phone,Womens E-Mail,0
1,284.71,Surburban,Phone,Mens E-Mail,0
12,41.88,Urban,Phone,No E-Mail,0
6,350.94,Surburban,Multichannel,No E-Mail,0
5,947.37,Surburban,Web,No E-Mail,0
6,785.76,Surburban,Phone,No E-Mail,0
5,463.5,Urban,Multichannel,Mens E-Mail,1
2,128.8,Urban,Web,No E-Mail,0
12,84.1,Surburban,Phone,No E-Mail,0
3,683.57,Surburban,Phone,Womens E-Mail,1
4,305.29,Surburban,Phone,Womens E-Mail,0
9,465.76,Urban,Multichannel,Mens E-Mail,1
11,65.55,Surburban,Phone,No E-Mail,0
9,546.53,Surburban,Web,No E-Mail,0
7,251.25,Urban,Phone,Womens E-Mail,0
4,205.71,Urban,Multichannel,No E-Mail,0
9,29.99,Surburban,Phone,No E-Mail,0
1,29.99,Surburban,Web,Mens E-Mail,0
2,1326.91,Surburban,Web,Mens E-Mail,0
4,350.74,Surburban,Web,Mens E-Mail,0
2,256.7,Urban,Phone,Mens E-Mail,1
5,47.51,Surburban,Web,No E-Mail,0
2,154.93,Urban,Phone,No E-Mail,0
1,982.82,Surburban,Web,No E-Mail,1
11,72.89,Surburban,Web,Mens E-Mail,0
8,114.25,Surburban,Web,Womens E-Mail,0
6,57.65,Surburban,Web,Womens E-Mail,0
2,259.02,Urban,Web,No E-Mail,0
3,99.85,Surburban,Phone,Mens E-Mail,0
4,29.99,Urban,Web,Mens E-Mail,0
8,29.99,Surburban,Web,Womens E-Mail,0
1,487.57,Surburban,Web,Womens E-Mail,1
6,76.72,Surburban,Phone,Mens E-Mail,0
10,323.84,Surburban,Phone,Womens E-Mail,0
7,29.99,Surburban,Phone,No E-Mail,0
11,124.57,Surburban,Web,No E-Mail,0
1,200.28,Urban,Multichannel,Womens E-Mail,0
3,566.59,Rural,Web,No E-Mail,0
2,29.99,Surburban,Web,No E-Mail,0
1,157.61,Surburban,Phone,Womens E-Mail,1
5,239.65,Urban,Web,No E-Mail,0
12,333.49,Rural,Phone,Womens E-Mail,0
1,398.3,Surburban,Multichannel,Womens E-Mail,0
6,120.89,Surburban,Phone,No E-Mail,0
1,780.21,Surburban,Web,Mens E-Mail,1
6,179.79,Surburban,Web,Mens E-Mail,0
1,38.48,Urban,Web,Womens E-Mail,0
1,193.47,Urban,Phone,No E-Mail,0
4,439.64,Surburban,Web,Mens E-Mail,0
3,228.14,Urban,Web,No E-Mail,0
7,37.47,Rural,Phone,Mens E-Mail,0
1,29.99,Surburban,Web,Mens E-Mail,0
8,29.99,Urban,Phone,No E-Mail,1
4,291.67,Urban,Phone,Mens E-Mail,0
5,42.74,Urban,Phone,No E-Mail,0
9,188.8,Urban,Phone,Womens E-Mail,0
3,483.21,Surburban,Multichannel,Mens E-Mail,0
2,170.4,Surburban,Web,No E-Mail,0
1,103.27,Rural,Phone,Mens E-Mail,0
1,29.99,Urban,Web,No E-Mail,0
3,703.47,Rural,Phone,No E-Mail,0
6,1258.87,Urban,Multichannel,Mens E-Mail,0
7,78.7,Surburban,Phone,No E-Mail,0
7,47.79,Surburban,Web,No E-Mail,0
1,191.4,Surburban,Web,No E-Mail,0
1,61.31,Surburban,Phone,No E-Mail,1
4,334.81,Surburban,Phone,Mens E-Mail,0
12,32.58,Urban,Phone,No E-Mail,0
5,29.99,Rural,Phone,Womens E-Mail,0
2,29.99,Surburban,Web,Mens E-Mail,1
5,301.54,Surburban,Phone,No E-Mail,0
9,251.92,Rural,Phone,Mens E-Mail,1
3,347.56,Rural,Web,No E-Mail,0
1,68.71,Rural,Web,Mens E-Mail,0
3,29.99,Urban,Web,Mens E-Mail,1
9,164.05,Rural,Web,No E-Mail,0
1,481.43,Surburban,Multichannel,Mens E-Mail,0
2,55.22,Surburban,Web,No E-Mail,0
1,29.99,Urban,Phone,Womens E-Mail,0
6,527,Urban,Multichannel,Womens E-Mail,1
2,29.99,Rural,Web,No E-Mail,1
12,190.4,Surburban,Phone,No E-Mail,0
4,29.99,Urban,Phone,Womens E-Mail,1
2,231.52,Surburban,Phone,Womens E-Mail,0
1,44.38,Urban,Phone,Mens E-Mail,0
7,64.39,Surburban,Web,Mens E-Mail,0
6,975.5,Surburban,Phone,No E-Mail,0
5,149.56,Surburban,Web,No E-Mail,0
3,315.33,Urban,Phone,Womens E-Mail,1
12,508.07,Surburban,Phone,No E-Mail,0
3,280.16,Surburban,Phone,Womens E-Mail,0
9,103.17,Urban,Web,Womens E-Mail,0
9,241.54,Surburban,Web,No E-Mail,0
8,29.99,Surburban,Phone,Womens E-Mail,0
9,29.99,Rural,Web,No E-Mail,0
11,96.74,Surburban,Phone,Mens E-Mail,0
9,283.25,Surburban,Web,Womens E-Mail,0
10,296.11,Urban,Phone,No E-Mail,0
10,187.24,Surburban,Web,No E-Mail,0
2,187.58,Rural,Web,Womens E-Mail,0
1,145.96,Rural,Phone,Womens E-Mail,1
10,432.96,Rural,Multichannel,Womens E-Mail,0
1,945.73,Urban,Multichannel,Mens E-Mail,0
9,209.09,Surburban,Multichannel,Womens E-Mail,1
1,1425.46,Urban,Phone,Mens E-Mail,1
4,76.06,Rural,Phone,Mens E-Mail,0
3,87,Urban,Phone,Mens E-Mail,0
11,326.43,Rural,Web,No E-Mail,0
1,421.86,Rural,Multichannel,No E-Mail,0
10,42.74,Surburban,Phone,Womens E-Mail,0
9,84.89,Surburban,Web,No E-Mail,0
4,83.83,Urban,Web,No E-Mail,0
2,80.09,Urban,Phone,Womens E-Mail,0
2,216.86,Surburban,Multichannel,Womens E-Mail,1
1,189.89,Surburban,Web,Womens E-Mail,0
9,134.34,Urban,Phone,No E-Mail,0
6,267.54,Urban,Phone,Womens E-Mail,1
2,196.86,Urban,Web,Womens E-Mail,0
5,634.38,Urban,Phone,Mens E-Mail,0
12,29.99,Surburban,Web,Mens E-Mail,0
10,29.99,Surburban,Phone,No E-Mail,0
6,29.99,Surburban,Web,Womens E-Mail,0
5,29.99,Surburban,Phone,Mens E-Mail,1
8,99.66,Surburban,Web,Mens E-Mail,0
4,1095.39,Rural,Multichannel,Womens E-Mail,1
10,99.78,Surburban,Phone,Womens E-Mail,0
3,129.66,Surburban,Phone,Womens E-Mail,0
3,513.73,Urban,Multichannel,Mens E-Mail,0
4,224.59,Rural,Web,No E-Mail,0
1,266.73,Urban,Phone,Mens E-Mail,1
10,143.61,Rural,Web,Mens E-Mail,0
9,124.83,Urban,Web,Mens E-Mail,0
9,566.01,Rural,Web,No E-Mail,0
4,440.2,Urban,Web,Mens E-Mail,0
7,82.41,Surburban,Phone,Mens E-Mail,0
4,29.99,Rural,Phone,Mens E-Mail,0
1,63.92,Surburban,Phone,Womens E-Mail,0
10,296.28,Surburban,Web,Mens E-Mail,0
3,52.88,Urban,Phone,No E-Mail,0
5,209.33,Surburban,Phone,Mens E-Mail,0
11,184.14,Surburban,Web,Mens E-Mail,0
5,29.99,Rural,Phone,Mens E-Mail,0
5,74.38,Surburban,Web,Mens E-Mail,1
9,242.13,Urban,Phone,Mens E-Mail,0
1,29.99,Urban,Web,No E-Mail,0
1,29.99,Urban,Web,Womens E-Mail,0
1,178.23,Surburban,Phone,Mens E-Mail,1
4,167.22,Urban,Web,Womens E-Mail,0
10,52.78,Urban,Web,Womens E-Mail,0
3,639.71,Urban,Web,No E-Mail,0
11,29.99,Urban,Web,Mens E-Mail,0
10,29.99,Surburban,Phone,No E-Mail,0
1,443.69,Urban,Multichannel,No E-Mail,0
1,362.58,Urban,Web,Mens E-Mail,1
1,96.28,Surburban,Phone,No E-Mail,0
3,41.32,Rural,Phone,No E-Mail,1
9,575.42,Surburban,Phone,Mens E-Mail,1
2,29.99,Surburban,Phone,Womens E-Mail,0
10,502.56,Urban,Web,Mens E-Mail,0
4,191.56,Urban,Phone,Mens E-Mail,0
5,69.87,Urban,Web,Womens E-Mail,0
3,34.73,Urban,Phone,Mens E-Mail,0
8,99.34,Urban,Web,Womens E-Mail,0
7,161.93,Urban,Phone,Mens E-Mail,0
12,119.72,Urban,Phone,Mens E-Mail,0
3,344.07,Urban,Phone,Womens E-Mail,1
11,634.8,Rural,Phone,No E-Mail,0
12,29.99,Surburban,Phone,No E-Mail,0
10,302.14,Surburban,Multichannel,Mens E-Mail,0
7,174.7,Rural,Phone,No E-Mail,0
2,1139.32,Surburban,Multichannel,Womens E-Mail,0
2,225.51,Urban,Web,Mens E-Mail,0
9,29.99,Surburban,Web,Mens E-Mail,0
3,229.16,Surburban,Phone,Mens E-Mail,0
3,29.99,Urban,Phone,Womens E-Mail,0
10,116.54,Surburban,Phone,No E-Mail,0
2,208.71,Rural,Web,Mens E-Mail,0
10,175.59,Surburban,Web,No E-Mail,1
6,111.25,Urban,Phone,Mens E-Mail,0
3,525.42,Surburban,Multichannel,No E-Mail,0
2,269.48,Surburban,Web,Womens E-Mail,1
10,48.31,Urban,Phone,No E-Mail,0
3,777.51,Rural,Multichannel,Womens E-Mail,0
1,1618.32,Surburban,Phone,Womens E-Mail,1
4,176.86,Surburban,Phone,Mens E-Mail,1
3,1041.29,Surburban,Phone,Womens E-Mail,0
8,60.75,Surburban,Web,Womens E-Mail,0
4,101.2,Urban,Phone,No E-Mail,0
6,336.32,Urban,Web,Mens E-Mail,1
4,29.99,Rural,Web,No E-Mail,0
2,29.99,Rural,Web,Womens E-Mail,0
9,53.77,Surburban,Web,Womens E-Mail,0
2,120.33,Surburban,Phone,Womens E-Mail,1
10,39.35,Surburban,Phone,Mens E-Mail,0
4,29.99,Urban,Web,Mens E-Mail,0
2,655.63,Urban,Multichannel,Womens E-Mail,0
2,748.1,Rural,Phone,Womens E-Mail,0
11,36.23,Urban,Phone,Mens E-Mail,0
9,71.03,Surburban,Phone,No E-Mail,0
2,611,Surburban,Phone,Womens E-Mail,0
7,375.77,Surburban,Web,Mens E-Mail,0
9,171.53,Surburban,Web,No E-Mail,0
1,308.53,Surburban,Web,Mens E-Mail,1
6,869.93,Urban,Web,Womens E-Mail,0
3,73.84,Surburban,Web,Mens E-Mail,0
1,107.06,Surburban,Web,No E-Mail,0
11,82.23,Rural,Phone,Womens E-Mail,0
1,820.97,Urban,Web,Mens E-Mail,0
7,114.75,Surburban,Phone,Mens E-Mail,1
5,1254.94,Surburban,Multichannel,Mens E-Mail,1
9,29.99,Rural,Web,Mens E-Mail,1
1,77.94,Rural,Phone,No E-Mail,0
2,340.99,Urban,Web,No E-Mail,0
5,199.23,Rural,Phone,No E-Mail,1
9,161.26,Urban,Web,Womens E-Mail,0
4,53.81,Surburban,Phone,No E-Mail,0
4,707.74,Urban,Multichannel,No E-Mail,0
4,61.18,Surburban,Web,Mens E-Mail,0
9,32.75,Rural,Web,Womens E-Mail,1
1,1508.1,Surburban,Multichannel,Mens E-Mail,0
1,60.56,Surburban,Web,No E-Mail,0
10,143.28,Surburban,Phone,No E-Mail,0
6,29.99,Rural,Web,No E-Mail,0
9,161.57,Surburban,Web,No E-Mail,0
9,207.09,Urban,Phone,Womens E-Mail,0
9,104.95,Urban,Phone,No E-Mail,0
4,271.79,Surburban,Phone,No E-Mail,0
2,926.16,Surburban,Multichannel,No E-Mail,0
2,30.88,Surburban,Phone,Womens E-Mail,0
7,35.84,Surburban,Phone,Mens E-Mail,0
7,295.16,Urban,Phone,No E-Mail,0
2,666.06,Urban,Web,Womens E-Mail,1
6,177.66,Surburban,Web,Mens E-Mail,0
8,711.21,Rural,Multichannel,Womens E-Mail,0
9,233.51,Surburban,Phone,No E-Mail,0
1,29.99,Urban,Web,No E-Mail,0
10,335.22,Urban,Multichannel,No E-Mail,0
4,29.99,Urban,Phone,Mens E-Mail,0
9,436.51,Urban,Multichannel,Mens E-Mail,0
2,96.42,Urban,Phone,Womens E-Mail,0
5,278.64,Urban,Multichannel,No E-Mail,0
8,46,Urban,Web,No E-Mail,0
10,52.27,Surburban,Web,Womens E-Mail,1
5,296.86,Surburban,Phone,No E-Mail,0
9,82.98,Urban,Web,Womens E-Mail,0
10,1528.49,Urban,Web,Womens E-Mail,1
10,310.26,Rural,Web,Mens E-Mail,0
1,168.56,Urban,Phone,Mens E-Mail,1
7,90.2,Rural,Phone,Mens E-Mail,0
1,193.34,Surburban,Phone,Mens E-Mail,0
8,120.49,Urban,Web,No E-Mail,0
7,554.22,Urban,Multichannel,No E-Mail,0
12,57.67,Surburban,Phone,No E-Mail,0
9,283.04,Surburban,Web,No E-Mail,0
2,29.99,Surburban,Web,Womens E-Mail,0
1,354.59,Surburban,Phone,Womens E-Mail,0
8,191.06,Urban,Phone,Womens E-Mail,0
3,655.98,Surburban,Phone,Mens E-Mail,1
11,68.68,Urban,Phone,No E-Mail,1
4,73.55,Surburban,Web,Womens E-Mail,1
9,55.39,Surburban,Web,Mens E-Mail,1
2,29.99,Surburban,Phone,No E-Mail,0
1,652.81,Urban,Multichannel,Mens E-Mail,0
8,164.75,Urban,Phone,No E-Mail,0
2,594.52,Surburban,Multichannel,Mens E-Mail,0
8,130.92,Surburban,Phone,Mens E-Mail,0
3,193.31,Urban,Web,No E-Mail,0
2,441.93,Surburban,Multichannel,No E-Mail,1
9,58.76,Surburban,Phone,Womens E-Mail,0
10,29.99,Surburban,Web,No E-Mail,0
