E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,age,gender,race
4,1,5,2,4,1,5,3,4,2,3,3,5,4,5,3,3,2,3,3,1,5,3,5,1,3,1,5,5,4,2,5,5,5,1,5,3,3,3,3,4,2,5,1,5,1,4,3,5,5,17,1,1
3,1,5,1,4,1,3,3,4,2,4,3,4,5,2,2,1,1,2,1,1,5,1,5,1,4,1,4,5,4,5,1,5,1,4,1,5,1,5,5,4,2,2,2,4,3,4,3,4,4,18,1,3
1,2,2,4,4,4,1,4,2,4,5,2,4,1,5,5,5,5,5,5,1,4,1,5,2,5,2,4,5,1,2,5,3,5,1,5,4,2,2,4,4,4,5,1,4,1,5,4,5,2,49,1,3
3,4,4,5,1,4,3,3,5,5,5,3,4,4,5,5,5,5,5,5,2,2,4,5,4,3,3,3,4,3,2,4,4,5,2,5,3,3,3,2,4,2,5,2,3,3,2,2,4,4,17,1,5
1,5,1,2,3,3,1,5,1,3,5,5,5,2,1,2,3,1,3,3,1,3,3,5,3,5,3,5,3,5,3,1,5,2,3,3,3,1,3,4,3,1,4,1,3,1,5,2,5,3,38,1,13
3,2,5,3,4,2,4,2,4,2,1,4,4,2,2,2,4,4,1,2,1,5,4,5,1,4,1,4,5,4,2,3,5,5,2,4,2,2,2,3,5,2,4,1,4,4,5,5,3,4,14,0,3
3,1,4,1,3,1,2,3,4,2,3,4,4,4,3,2,2,2,2,2,1,5,1,5,2,5,2,5,5,5,4,2,2,1,4,2,3,1,2,2,4,1,3,1,5,2,5,3,5,5,47,1,3
1,5,5,5,3,2,1,5,2,5,1,5,4,5,1,1,1,5,2,1,5,5,1,5,2,5,1,5,5,2,5,5,2,1,1,1,5,2,2,2,5,1,5,2,5,1,4,5,5,5,22,0,4
5,1,5,1,5,1,5,1,5,1,1,4,1,5,1,1,1,1,1,1,3,4,5,3,2,4,2,4,4,5,3,3,3,2,2,3,3,3,2,3,4,2,4,2,5,2,4,4,2,5,19,0,3
4,1,5,2,5,1,5,2,5,2,2,4,2,4,3,3,3,4,3,2,4,5,4,2,3,2,4,3,4,4,3,5,2,4,2,4,3,4,3,3,4,2,5,1,5,1,4,5,3,5,30,0,7
3,5,5,4,3,5,2,5,1,5,5,2,5,1,2,3,3,3,5,5,1,3,3,5,3,5,3,2,4,5,5,4,4,3,3,2,5,1,1,4,5,1,5,1,5,1,4,4,5,5,46,0,3
5,1,3,1,5,1,4,1,4,3,5,2,4,2,3,3,5,5,4,4,2,5,2,5,2,4,1,4,5,4,2,5,1,4,1,5,2,2,3,2,5,4,5,4,5,1,4,5,5,5,25,1,3
1,2,3,3,2,3,2,4,2,3,3,4,4,3,4,3,2,2,3,3,2,3,2,2,2,4,3,3,4,4,2,3,3,2,2,3,4,3,4,2,3,4,2,4,3,4,4,3,4,3,54,1,13
2,3,4,4,5,3,2,5,1,4,3,3,3,4,2,2,4,3,2,2,2,4,2,4,1,3,2,5,4,4,4,2,4,2,2,3,5,2,4,4,3,3,4,3,4,2,3,3,4,4,19,1,12
3,2,4,3,4,2,4,3,4,3,5,3,5,2,2,4,4,4,4,4,2,4,4,3,3,4,3,4,4,4,3,4,5,4,1,5,4,2,4,4,5,4,5,2,4,1,4,4,4,5,20,1,1
5,1,5,1,5,1,5,1,5,1,5,3,5,1,4,4,4,4,3,4,1,5,3,5,1,5,1,5,5,5,1,4,5,5,3,5,5,4,1,3,4,1,5,1,4,1,4,4,4,5,47,0,3
3,4,3,4,3,4,2,2,2,5,3,2,5,2,4,4,5,4,4,5,2,4,3,4,2,4,3,5,4,2,5,2,5,1,3,1,4,3,4,3,4,2,4,2,4,4,5,4,4,3,18,0,3
3,2,5,3,3,3,3,3,4,4,4,4,5,2,4,4,5,5,5,4,2,4,1,4,4,4,2,4,5,4,3,1,4,4,4,1,5,4,4,4,4,2,5,3,4,1,2,3,5,4,19,0,11
3,4,2,4,1,4,2,5,1,5,3,4,5,4,1,5,5,4,4,4,3,5,1,4,1,5,1,4,5,5,2,3,5,3,5,5,5,3,3,5,3,2,5,1,5,2,5,2,3,5,14,1,13
2,2,4,4,4,1,3,5,2,3,5,2,5,1,1,4,5,4,5,5,1,3,4,4,2,5,2,5,5,4,3,1,5,1,2,1,5,3,5,4,3,2,3,3,4,4,4,4,4,2,20,1,13
1,1,4,5,5,1,4,2,2,4,1,5,3,1,1,2,1,1,2,2,5,5,2,5,2,5,1,5,5,5,4,5,5,5,1,5,4,1,1,4,5,1,5,5,5,1,5,5,4,5,42,0,4
3,4,5,4,4,4,4,4,5,4,1,5,1,5,1,1,1,1,1,1,1,4,1,5,1,5,2,5,5,5,4,5,5,5,4,5,3,1,2,5,5,1,5,2,5,5,5,4,4,5,32,1,3
3,3,3,5,4,3,4,4,2,3,5,2,5,2,4,2,4,4,4,4,1,1,1,3,4,3,4,3,4,3,2,4,4,4,3,3,3,3,3,3,2,3,4,5,2,3,4,2,5,4,17,1,4
2,4,2,5,3,2,1,4,2,5,1,5,1,5,2,1,1,1,1,1,2,2,3,4,3,4,2,2,4,3,2,5,4,4,1,5,1,2,1,5,3,1,5,1,5,1,5,3,5,5,21,0,3
3,2,4,2,3,2,3,2,4,3,5,2,5,1,1,1,5,4,1,4,3,5,3,3,2,3,2,2,3,5,3,5,4,3,1,5,4,1,2,3,2,4,3,3,1,4,3,2,5,3,21,1,11
1,4,2,5,2,4,2,5,1,5,3,4,5,2,3,2,2,2,1,4,1,3,1,4,2,5,2,4,3,4,3,2,4,1,5,1,5,1,4,4,3,3,2,2,3,4,4,2,4,3,38,1,3
3,2,3,4,4,2,3,4,2,3,4,3,4,2,3,4,3,3,3,3,4,5,2,5,2,5,1,4,5,4,3,4,4,4,2,4,3,2,2,2,4,2,4,1,3,2,4,3,4,4,21,1,3
4,1,5,2,5,1,5,2,5,2,5,4,4,3,2,4,3,2,4,2,1,5,3,5,1,4,1,5,5,4,3,4,4,3,2,4,2,2,3,3,2,3,2,3,3,3,4,2,4,3,16,1,3
2,4,2,4,4,2,1,5,1,5,4,3,4,2,2,2,2,2,2,2,2,4,2,4,2,4,1,2,5,5,2,2,4,2,2,4,3,2,2,2,4,2,4,1,4,1,5,5,5,5,28,0,1
1,2,5,2,5,2,4,2,4,2,4,4,4,2,1,4,3,3,2,3,1,4,2,4,2,5,2,4,4,3,5,4,2,2,5,2,3,2,2,3,4,2,2,2,2,2,4,3,5,3,29,1,3
1,5,2,4,2,4,1,3,2,5,5,2,5,5,5,5,5,5,5,5,4,2,2,4,4,5,4,3,5,2,1,5,4,5,1,5,4,4,1,2,2,3,5,3,2,3,2,2,5,5,26,1,1
4,3,5,3,3,2,5,4,5,4,1,5,2,5,2,3,4,2,2,2,2,4,4,2,3,1,2,4,2,5,1,4,3,4,1,5,2,4,2,3,4,2,4,3,5,3,5,4,4,5,15,0,11
2,2,4,2,4,2,2,3,4,2,4,3,3,2,2,1,4,2,2,2,1,5,2,4,2,4,2,4,2,3,4,2,4,3,3,4,4,2,4,4,4,1,3,2,5,2,5,3,4,4,15,0,3
2,4,2,5,1,3,2,5,3,5,3,5,4,2,2,2,4,4,2,4,2,2,3,4,2,3,2,3,4,3,4,1,4,3,3,2,5,3,3,4,5,1,4,1,4,2,5,4,4,4,13,1,12
1,4,2,3,3,4,2,4,3,5,3,4,4,2,3,4,4,4,4,4,4,2,3,1,4,2,4,3,2,2,3,4,5,3,2,4,4,4,3,4,4,2,3,3,4,3,4,4,4,4,19,1,9
3,2,4,4,4,2,2,3,4,3,2,3,4,3,2,2,2,2,2,2,2,5,2,4,2,2,2,4,4,4,4,2,4,2,4,2,4,2,4,4,5,2,4,2,4,2,4,3,5,4,52,0,3
4,1,4,4,4,1,5,3,5,4,4,3,4,3,5,3,5,5,5,2,5,4,3,5,3,5,1,3,5,3,4,2,3,4,5,3,5,3,4,3,3,3,5,3,4,2,5,3,3,3,20,1,5
5,2,4,4,5,1,5,3,4,1,2,5,2,5,3,1,1,1,1,1,2,5,1,5,1,5,1,5,5,5,2,2,2,3,2,5,4,3,1,3,3,2,5,2,4,1,5,5,3,4,34,1,3
2,3,4,4,3,4,3,5,3,5,2,3,5,1,3,2,3,2,1,4,1,4,1,4,2,3,2,4,4,3,2,3,4,4,3,3,3,2,2,4,5,2,4,2,4,2,4,5,5,3,19,1,3
2,2,4,3,5,1,3,4,4,5,2,4,1,2,1,4,2,2,4,1,1,1,1,1,1,2,4,1,2,4,5,1,5,1,5,1,4,2,4,3,3,1,5,4,5,1,5,2,5,5,18,0,13
4,1,5,2,5,2,5,2,5,1,1,4,2,5,1,1,1,1,1,1,2,5,1,5,5,4,1,5,4,5,4,3,5,2,4,2,4,1,4,4,4,1,5,1,4,1,5,3,4,5,37,1,3
2,4,2,4,2,4,2,4,2,4,4,3,4,2,3,3,3,4,4,4,3,3,1,3,3,3,3,3,3,2,2,4,3,4,2,3,4,4,3,3,2,2,3,2,2,4,3,2,3,3,18,0,3
1,4,1,4,3,4,1,5,2,5,5,2,5,1,5,4,3,2,5,5,5,3,2,3,4,2,3,3,1,3,4,1,5,2,4,1,5,2,4,3,3,3,4,2,4,3,3,3,5,5,21,0,11
3,4,3,3,4,4,2,3,4,4,4,4,4,3,3,3,3,3,4,2,2,4,2,4,2,4,2,3,3,3,4,4,4,3,2,4,2,2,1,3,3,2,4,2,4,2,2,3,5,4,18,1,13
1,2,2,4,2,2,1,5,2,4,4,2,5,3,4,4,4,3,3,2,3,5,3,3,4,2,4,1,3,3,3,2,5,2,2,2,5,2,3,4,4,1,5,2,4,4,4,4,5,4,25,0,3
2,4,2,4,2,4,2,4,3,4,2,4,4,2,2,4,4,3,4,4,2,4,2,4,2,4,2,4,4,2,2,4,4,3,2,4,2,4,2,2,2,3,4,2,4,2,4,2,4,4,19,0,3
1,5,2,5,2,5,2,5,1,5,5,2,5,2,5,5,4,4,5,4,5,3,3,5,2,5,4,4,4,4,5,5,4,4,1,4,4,5,5,5,4,3,5,3,5,1,5,3,4,5,20,0,3
1,5,3,4,2,4,2,5,2,4,5,1,5,3,4,4,2,2,4,2,4,1,1,2,5,3,5,2,4,4,4,1,5,1,2,2,5,1,5,3,2,1,4,3,5,2,5,1,5,5,34,0,4
2,2,3,3,3,2,2,4,2,3,2,3,2,4,4,2,3,2,3,1,2,5,1,4,2,4,2,4,5,3,2,4,2,3,1,4,3,2,2,3,5,2,4,1,4,2,5,5,5,4,57,1,5
2,3,3,4,3,3,2,2,3,3,4,3,4,3,3,4,3,3,4,2,1,4,4,5,2,5,2,4,5,3,2,3,5,4,2,2,3,3,3,3,4,1,5,1,4,1,5,4,5,5,16,1,3
3,1,3,3,3,1,1,3,3,5,3,3,3,1,3,1,1,3,1,5,1,3,1,5,3,5,3,5,5,5,3,1,5,1,3,1,5,1,3,5,1,3,5,1,3,1,3,3,3,1,20,0,4
4,4,4,3,3,3,3,1,5,2,4,4,3,3,5,5,5,5,1,3,5,5,3,5,1,5,5,5,5,3,3,5,2,3,5,5,4,4,1,5,1,2,3,1,3,4,5,2,3,3,19,0,4
3,3,4,3,2,2,4,5,2,3,5,2,5,2,4,4,4,3,4,4,2,4,1,4,1,4,2,3,3,3,3,2,4,2,3,2,4,2,3,4,4,1,2,1,3,4,3,4,4,3,31,1,5
3,5,2,4,2,4,2,5,2,5,4,3,5,4,4,4,4,5,4,4,1,3,1,4,1,4,4,4,4,4,3,3,4,2,4,2,4,3,4,3,3,3,5,2,3,2,4,4,4,3,25,1,13
3,3,4,4,3,2,3,1,5,4,4,2,5,2,3,4,4,2,3,2,2,4,1,4,4,5,1,2,4,3,4,2,5,2,5,1,5,3,3,3,2,3,5,3,4,1,3,4,2,4,15,1,4
4,2,5,2,5,1,5,2,4,1,2,3,3,5,1,1,1,1,2,1,1,5,1,5,1,5,1,5,5,4,4,1,5,1,4,1,5,1,4,4,3,1,3,1,4,4,4,3,3,4,54,1,3
3,2,4,3,3,2,3,3,4,3,3,4,4,3,4,3,4,4,4,3,5,4,2,4,2,4,2,4,4,5,2,4,4,4,3,4,4,3,2,3,3,4,4,3,4,2,4,4,3,4,23,0,4
2,1,2,4,4,3,1,4,4,5,4,4,5,3,1,4,4,3,2,3,1,3,1,4,2,5,2,4,4,3,3,2,5,4,3,4,1,3,1,3,3,3,4,3,4,2,4,1,3,5,16,1,13
1,3,2,4,2,2,1,5,1,5,5,1,5,1,5,5,5,5,2,5,1,5,1,5,1,5,2,5,5,3,3,1,4,2,1,1,5,4,2,3,5,1,4,1,5,2,5,5,5,4,39,0,3
3,3,2,5,5,3,5,5,2,1,5,5,5,2,1,3,2,4,4,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,5,3,2,4,4,3,5,1,5,1,5,1,5,5,5,5,22,0,3
3,2,5,1,5,1,5,2,4,1,2,4,3,4,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,5,5,1,5,1,3,2,5,2,5,3,3,1,4,2,4,2,5,2,4,4,21,0,4
3,2,2,4,2,2,4,3,3,3,5,2,5,1,5,5,5,5,5,5,1,4,3,5,1,5,1,5,5,3,4,4,4,4,3,4,4,2,3,4,4,1,5,1,4,1,4,3,5,5,30,1,3
1,5,3,3,2,4,1,2,3,4,5,1,5,1,3,5,5,5,5,5,3,3,5,2,4,3,5,3,2,3,2,1,3,3,1,4,2,3,2,2,5,2,5,1,4,1,4,5,3,4,15,1,13
3,4,3,4,2,4,2,3,3,4,4,5,4,3,4,4,4,3,4,3,4,4,1,4,2,4,3,4,4,4,3,3,4,4,2,4,2,3,2,3,3,3,4,3,4,2,3,3,4,4,21,1,13
4,2,4,1,5,1,5,3,5,1,2,5,2,5,3,1,1,1,1,1,1,4,1,4,1,5,1,5,4,5,3,4,5,2,1,5,3,3,4,4,4,1,4,1,5,1,5,3,4,5,28,0,3
2,2,4,3,3,3,3,5,1,5,5,5,4,3,1,1,1,1,2,3,1,4,2,5,2,4,3,4,4,3,1,5,4,1,3,2,1,1,5,4,3,3,3,3,2,5,3,1,3,3,30,0,4
3,3,2,3,2,2,2,4,4,5,3,2,4,2,3,3,1,2,3,3,4,2,3,3,2,3,2,2,4,4,4,1,4,1,4,1,4,1,5,5,5,2,4,2,5,2,5,4,4,2,41,0,3
4,2,3,3,4,2,3,2,4,4,4,4,5,3,4,5,4,2,4,3,2,5,4,4,1,4,2,4,4,4,4,2,4,3,4,4,4,2,3,5,4,4,5,3,4,2,4,3,4,4,16,1,3
5,1,5,1,5,1,5,1,5,1,4,1,4,3,1,3,5,4,3,1,1,5,2,5,1,5,1,5,5,5,3,5,4,3,1,5,4,1,3,5,5,1,5,2,4,1,5,5,4,5,28,1,1
4,1,5,1,4,1,5,2,5,2,1,5,1,5,3,1,2,1,2,1,2,4,3,4,2,4,2,4,4,4,3,4,3,3,4,3,4,1,3,2,2,2,4,1,4,1,4,2,4,4,15,1,9
3,2,4,2,4,2,3,4,3,4,3,3,3,3,2,3,3,3,3,5,2,4,2,4,2,4,2,3,4,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,4,3,2,4,3,15,1,13
3,1,3,3,4,2,2,3,3,4,2,3,4,2,3,4,3,4,1,3,1,5,3,5,2,4,2,4,4,2,4,5,4,4,2,2,4,2,2,3,4,2,4,2,3,2,4,4,5,4,16,1,3
5,1,5,1,5,1,5,2,4,3,2,4,1,2,1,2,5,5,4,4,4,5,5,2,1,1,1,3,3,3,1,3,2,4,4,1,1,5,1,4,5,1,5,1,5,1,5,5,4,5,16,1,3
3,1,5,5,5,1,5,1,5,4,5,4,5,5,5,5,1,1,4,5,5,5,3,5,2,4,1,1,5,5,3,3,4,4,4,3,4,2,3,4,4,3,5,3,5,2,4,2,3,5,15,1,11
1,5,1,5,1,4,1,5,1,1,5,1,5,1,4,5,5,5,5,1,3,4,1,5,1,5,4,2,5,1,4,1,4,1,2,1,5,4,1,1,4,2,5,5,3,5,4,2,3,2,19,1,4
3,2,4,1,5,1,5,1,5,1,1,4,2,4,2,2,1,1,2,1,1,4,2,4,1,3,1,5,4,5,4,2,3,1,3,3,3,1,3,4,5,1,4,1,4,1,5,4,4,4,60,0,3
3,3,4,4,2,2,2,4,4,4,2,4,2,4,1,2,2,1,2,2,2,4,4,4,2,4,2,3,4,3,2,5,5,4,2,5,4,4,3,3,4,3,3,2,5,4,5,4,4,4,18,0,3
2,3,4,2,4,3,3,3,4,2,2,3,4,3,2,2,3,2,2,3,5,4,2,4,2,4,2,3,4,4,4,3,4,2,3,3,4,3,3,3,4,1,3,2,4,2,4,4,4,4,33,0,4
1,3,5,3,5,1,4,4,2,3,2,4,3,4,1,3,2,1,2,1,1,5,1,5,1,5,1,5,5,5,4,1,4,1,4,1,5,1,5,5,4,3,5,3,4,1,2,2,5,4,61,1,3
1,2,1,4,1,2,1,2,5,5,2,4,4,3,1,3,3,2,3,3,1,4,2,5,3,4,3,3,5,5,2,4,4,3,4,2,4,1,3,5,3,1,5,1,4,1,5,3,4,4,16,1,4
3,1,4,4,5,1,4,3,3,4,5,4,3,2,5,5,4,4,5,4,1,5,1,1,1,5,1,5,5,5,3,2,5,4,2,4,3,3,1,4,5,3,5,2,5,1,2,5,5,5,41,1,1
1,5,2,5,2,4,1,5,1,5,2,4,5,2,3,2,2,2,2,2,1,3,1,5,2,3,3,4,3,3,2,3,5,2,4,1,5,2,3,5,3,4,5,3,2,1,4,4,5,2,30,1,3
1,3,1,4,5,1,1,3,2,4,3,3,4,5,1,1,2,2,3,1,3,5,4,1,2,1,1,3,4,4,4,1,2,2,1,3,3,3,1,4,5,1,5,1,4,1,5,5,4,5,16,1,1
2,4,1,3,1,4,1,4,2,4,3,2,3,3,2,2,2,1,2,3,2,2,1,4,2,4,4,4,3,2,2,5,2,4,1,4,3,2,2,3,5,1,5,1,5,1,5,4,4,4,45,0,3
3,3,3,3,3,3,3,2,4,3,5,2,5,2,4,5,5,4,5,5,1,5,2,5,1,5,1,4,5,2,5,5,4,4,3,3,3,1,5,4,4,3,2,5,4,5,5,3,5,3,18,0,11
3,2,4,4,4,2,3,4,2,3,5,2,5,3,2,2,2,3,2,3,3,5,3,5,1,4,1,5,5,5,4,4,4,4,4,4,4,4,2,3,4,1,5,1,4,1,4,4,5,5,18,1,3
4,2,4,2,4,2,5,4,5,3,1,4,2,3,2,2,5,5,5,5,3,5,2,5,1,5,2,5,5,5,4,4,5,1,2,3,4,2,3,3,5,1,5,2,5,1,5,4,5,5,22,1,4
3,2,2,4,2,5,1,3,3,4,2,3,4,4,5,4,2,3,4,4,4,2,3,4,4,4,3,2,4,4,3,4,3,2,4,3,4,4,3,3,1,4,5,3,4,2,4,3,4,4,27,0,13
3,1,5,4,5,4,5,3,5,3,3,2,3,4,4,4,4,4,5,4,4,4,1,4,1,4,3,3,5,5,2,5,4,3,3,5,4,3,1,5,3,3,5,3,5,1,4,3,4,5,30,1,4
3,2,2,2,4,1,1,2,3,2,2,3,5,1,1,1,3,4,2,2,2,1,4,4,2,4,4,5,4,4,5,5,5,3,5,3,2,1,2,5,5,1,5,1,5,1,5,5,5,5,30,1,3
1,1,2,5,3,2,1,5,1,5,5,3,5,1,3,4,4,5,5,5,1,4,1,5,2,5,2,3,5,2,3,5,4,5,1,5,4,2,1,4,2,2,5,2,5,1,3,1,4,5,38,1,3
1,1,5,1,5,5,4,5,5,1,1,5,1,2,4,5,5,1,1,1,4,5,2,5,1,5,1,1,5,5,2,3,5,2,4,5,5,4,4,4,4,1,5,1,5,1,5,1,5,5,20,1,4
1,1,5,4,4,1,2,3,4,2,2,4,3,3,3,4,4,2,4,4,4,4,2,4,3,3,4,2,4,4,5,1,5,1,1,1,5,3,5,5,5,2,3,2,5,3,5,4,5,5,24,0,4
1,5,2,5,2,4,1,4,2,4,5,4,3,3,3,4,2,1,3,1,1,4,1,5,3,5,3,4,4,2,1,4,3,2,3,2,3,1,4,3,2,2,5,1,4,1,4,1,4,5,30,0,12
3,3,3,3,4,2,3,4,3,4,3,3,4,4,4,3,2,2,2,2,1,3,1,5,1,4,1,4,4,3,4,1,4,2,4,1,5,1,5,4,3,2,4,2,5,2,4,3,4,4,14,1,13
2,1,5,3,3,1,4,2,4,2,4,3,2,1,2,1,1,1,1,1,4,2,1,2,2,2,2,2,2,2,2,5,2,5,1,5,2,3,2,2,3,1,2,1,4,4,5,4,4,4,37,0,3
3,2,4,2,4,2,3,4,4,3,4,3,4,2,3,3,2,2,3,2,1,5,2,5,1,2,1,4,5,5,4,5,4,1,4,2,4,1,4,5,4,1,4,1,4,1,5,4,4,5,36,0,3
5,1,3,1,5,1,5,1,4,2,4,2,4,1,1,1,1,2,4,2,4,3,1,2,2,1,1,3,4,4,4,4,4,2,2,4,3,2,3,4,5,2,5,1,4,1,5,3,4,4,36,1,3
3,4,4,3,4,3,3,2,4,3,2,5,3,2,3,1,2,2,1,2,2,5,1,4,1,3,2,3,5,4,4,4,4,4,4,3,3,1,5,4,5,1,4,1,4,1,5,3,4,4,37,1,3
4,1,5,2,4,2,5,1,5,4,2,4,2,1,1,1,2,1,1,5,2,4,1,4,2,1,1,3,3,4,5,1,5,1,5,2,5,1,4,5,4,3,4,3,5,1,5,4,3,5,36,1,3
3,2,5,3,5,3,4,3,5,2,1,5,3,3,3,4,3,3,2,1,3,4,1,4,2,4,2,4,4,5,4,3,4,2,4,1,5,1,5,4,5,2,4,4,4,1,4,2,4,5,37,0,3
1,2,5,3,3,1,2,1,1,5,5,5,1,5,5,5,5,5,3,5,4,4,3,1,3,3,4,3,1,3,4,3,5,5,2,5,5,3,3,5,4,5,1,5,4,5,2,5,3,4,17,1,11
5,1,5,3,4,2,3,2,4,3,3,2,3,2,2,3,3,3,4,2,1,5,1,4,1,5,2,3,4,3,3,1,4,2,3,1,2,4,4,4,4,4,3,4,3,2,3,2,3,3,46,1,3
2,3,3,3,5,4,5,4,2,1,2,2,1,2,3,1,1,1,1,1,1,3,1,4,4,3,2,4,3,4,5,1,5,1,5,1,5,1,5,5,5,2,5,2,4,2,5,4,4,3,56,0,3
3,2,5,2,5,1,4,3,3,1,3,4,3,5,2,3,2,2,3,1,1,5,2,5,1,5,1,5,5,5,3,2,3,2,3,2,3,1,3,3,3,2,4,2,4,1,3,3,3,5,52,1,3
1,3,3,4,3,5,2,5,1,5,5,1,5,3,3,4,5,5,5,3,4,3,1,5,2,5,2,5,5,2,4,3,1,4,4,2,1,4,4,3,3,4,3,3,2,3,3,1,5,3,18,1,11
2,2,3,4,3,2,2,4,2,3,5,3,5,2,4,4,4,4,5,3,1,4,1,4,1,5,1,4,4,3,1,4,5,3,1,4,3,3,2,5,4,3,5,1,3,1,3,2,5,4,16,1,13
2,2,2,4,4,2,2,4,2,2,2,3,3,2,2,2,2,2,2,2,2,4,1,4,2,4,2,4,4,4,4,1,4,1,4,1,5,2,5,4,3,2,4,2,4,4,4,2,4,4,23,1,10
2,3,4,4,4,3,2,4,2,4,5,2,4,3,3,3,3,3,3,2,1,4,2,4,2,4,2,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,3,2,4,3,23,1,3
5,5,2,2,1,5,4,5,2,5,5,2,5,5,3,3,5,5,5,5,3,3,1,2,3,5,3,4,3,4,5,2,5,2,1,1,1,4,4,5,5,1,3,1,5,3,5,4,5,5,22,1,5
3,2,5,5,4,2,4,2,4,2,3,3,3,3,2,2,4,4,2,2,2,4,1,5,2,5,2,4,4,4,5,4,5,3,4,5,4,1,5,4,4,3,1,4,5,1,4,2,3,5,34,0,11
5,2,3,3,3,4,2,3,3,3,3,2,4,3,3,4,5,5,4,3,4,4,3,4,2,3,3,3,4,4,2,4,4,3,3,2,3,4,2,1,3,3,5,3,4,1,2,2,3,5,20,1,3
3,1,4,2,4,1,4,5,1,2,3,3,4,3,3,3,1,1,2,1,1,4,1,4,1,4,1,4,4,3,3,2,3,3,2,5,3,3,3,3,3,3,5,3,4,1,5,1,3,4,18,1,13
3,3,3,3,4,3,4,3,4,4,3,4,4,3,2,2,3,2,2,2,4,4,1,2,2,4,2,3,4,3,4,3,4,2,3,3,2,2,4,4,3,3,4,2,4,2,3,2,4,4,21,0,5
2,4,2,3,2,4,1,3,2,4,2,3,3,3,3,2,1,2,4,3,3,2,2,2,2,2,2,2,2,2,5,2,4,2,3,1,4,2,3,4,5,1,3,1,4,2,4,5,4,4,26,0,3
4,4,5,2,5,1,5,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,4,3,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,47,1,13
3,2,5,4,4,4,4,2,4,5,2,5,4,4,2,1,2,1,4,2,5,4,2,5,2,5,4,5,4,4,4,2,4,1,4,1,5,1,4,4,2,2,4,4,4,2,4,2,4,4,21,1,4
4,3,2,2,3,1,1,1,5,5,5,2,4,4,4,4,5,5,4,2,3,5,2,4,4,3,2,2,5,2,4,2,5,3,2,2,4,1,4,3,5,1,5,1,5,1,5,4,5,5,22,1,3
2,2,3,3,5,2,3,4,4,4,1,5,2,5,1,1,5,4,1,4,2,3,1,2,4,2,4,3,2,4,3,2,4,2,2,2,5,2,1,2,5,2,4,1,5,2,4,4,5,4,21,0,3
1,5,3,5,1,5,1,1,1,4,5,2,5,5,5,5,5,5,5,2,3,4,2,5,1,5,2,4,4,1,3,4,5,3,3,1,3,2,1,1,1,1,5,2,4,1,5,1,5,5,18,0,4
2,3,3,4,2,2,3,3,2,2,3,2,4,4,1,4,3,3,2,3,2,2,3,4,2,2,3,3,2,2,3,2,3,4,2,3,3,3,2,3,3,2,4,4,2,5,3,3,2,3,22,0,1
3,2,3,2,4,2,2,3,3,4,4,2,4,2,4,4,2,2,4,4,1,4,1,5,2,3,2,4,4,4,3,2,4,2,2,2,4,1,4,3,5,1,4,1,4,1,4,4,5,5,20,0,5
2,3,5,2,4,2,4,3,3,3,4,2,4,2,3,3,2,2,3,4,1,4,3,5,1,5,1,5,4,4,3,2,5,2,4,3,3,1,2,5,4,1,5,1,2,1,4,4,5,4,44,0,3
1,3,2,5,2,2,1,5,1,1,5,1,5,2,5,5,4,4,5,4,2,4,1,5,1,5,1,4,5,5,1,5,5,4,1,4,3,2,1,5,3,1,3,1,3,2,3,3,5,3,28,1,3
4,2,2,3,5,2,2,5,5,5,3,3,3,4,3,1,5,1,3,2,1,5,1,5,1,5,5,5,5,5,3,5,5,2,1,4,5,1,4,4,3,1,5,1,3,1,4,5,5,4,16,1,1
2,4,4,4,2,4,1,5,1,5,2,4,2,2,2,2,2,1,2,3,1,4,1,4,1,4,2,4,4,4,4,3,5,2,4,2,4,1,2,4,4,1,4,1,4,1,5,4,4,4,18,1,13
5,1,1,1,5,1,1,1,5,1,5,1,3,1,5,5,5,5,5,5,3,3,5,3,5,1,5,5,1,3,5,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,49,1,3
2,2,5,2,4,2,4,4,2,2,3,3,3,2,2,2,3,2,4,2,2,4,4,4,2,3,2,4,3,2,2,4,3,2,2,4,4,2,3,3,4,5,4,1,3,1,3,3,5,3,52,0,3
4,3,3,3,3,2,3,3,3,3,4,1,2,2,3,2,3,2,4,3,4,2,4,2,4,3,4,3,2,3,4,2,4,2,4,2,3,2,3,3,4,2,5,2,4,5,4,3,3,4,27,1,3
1,2,3,5,5,2,4,3,3,2,2,4,5,1,2,4,3,3,3,5,1,5,1,5,2,5,1,5,5,3,3,3,5,2,3,1,5,3,3,4,5,1,5,1,4,1,4,5,5,4,41,1,3
