"cust_id","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","treatment","visit","conversion","spend"
2017,9,"3) $200 - $350",256.12,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2018,1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2020,12,"2) $100 - $200",164.19,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2021,8,"1) $0 - $100",62.49,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
2022,1,"6) $750 - $1,000",899.07,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
2023,5,"3) $200 - $350",303.33,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2024,3,"3) $200 - $350",345.06,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2025,10,"2) $100 - $200",189.04,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
2027,7,"2) $100 - $200",112.51,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2028,1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
2029,4,"1) $0 - $100",80.5,1,0,"Rural",0,"Web","Mens E-Mail",1,1,0,0
2030,2,"2) $100 - $200",174.52,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2031,6,"4) $350 - $500",377.25,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2032,9,"1) $0 - $100",77.65,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2033,12,"1) $0 - $100",56.36,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2035,2,"1) $0 - $100",69.29,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2036,3,"1) $0 - $100",69.13,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2037,8,"1) $0 - $100",74.52,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2039,1,"5) $500 - $750",601.44,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2040,3,"7) $1,000 +",1176.12,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
2041,9,"1) $0 - $100",63.27,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2042,1,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2043,3,"3) $200 - $350",205.47,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
2044,7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2045,8,"2) $100 - $200",182.66,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
2046,10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2047,10,"3) $200 - $350",257.37,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
2048,12,"2) $100 - $200",157.7,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2049,10,"1) $0 - $100",56.76,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2051,9,"2) $100 - $200",144.1,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2053,8,"1) $0 - $100",67.97,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
2054,2,"3) $200 - $350",341.32,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
2055,7,"1) $0 - $100",45.57,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
2057,10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
2058,7,"4) $350 - $500",362.95,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2060,7,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2061,3,"4) $350 - $500",495.93,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
2062,6,"5) $500 - $750",743.62,1,1,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
2063,12,"3) $200 - $350",201.51,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2065,3,"5) $500 - $750",682.59,1,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2066,1,"3) $200 - $350",250.58,1,1,"Rural",1,"Phone","Mens E-Mail",1,1,0,0
2067,6,"2) $100 - $200",127.94,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
2068,4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
2070,3,"4) $350 - $500",374.63,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2072,2,"1) $0 - $100",36.99,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2073,7,"2) $100 - $200",189.34,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2074,5,"3) $200 - $350",276.24,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
2075,4,"5) $500 - $750",566.58,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2076,2,"2) $100 - $200",138.71,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2078,9,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2079,1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2080,10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
2081,5,"6) $750 - $1,000",958.92,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
2084,1,"3) $200 - $350",333.78,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
2085,9,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2086,6,"3) $200 - $350",275,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2087,2,"3) $200 - $350",319.27,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2088,5,"1) $0 - $100",95.57,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2089,10,"1) $0 - $100",67.57,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2090,11,"2) $100 - $200",100.03,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2092,4,"1) $0 - $100",96.35,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2093,2,"1) $0 - $100",77.94,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2094,2,"1) $0 - $100",86.08,1,0,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
2096,3,"4) $350 - $500",493.38,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2097,5,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
2100,5,"1) $0 - $100",96.1,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2101,8,"4) $350 - $500",475.99,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2102,3,"1) $0 - $100",63.8,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2103,1,"1) $0 - $100",86.03,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2104,12,"2) $100 - $200",177.15,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2105,2,"7) $1,000 +",1031.56,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
2106,9,"2) $100 - $200",167.98,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
2108,10,"3) $200 - $350",264.5,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2109,12,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2110,9,"2) $100 - $200",187.96,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2111,10,"3) $200 - $350",284.59,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2112,6,"3) $200 - $350",217.69,1,1,"Surburban",1,"Phone","No E-Mail",0,1,0,0
2115,11,"2) $100 - $200",126.4,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2116,1,"1) $0 - $100",87.53,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2118,7,"3) $200 - $350",287.14,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2119,5,"3) $200 - $350",296.12,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2120,1,"3) $200 - $350",332.55,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2121,10,"3) $200 - $350",317.77,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2122,2,"2) $100 - $200",199.95,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2123,10,"1) $0 - $100",92.58,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2124,4,"3) $200 - $350",231.09,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2127,6,"3) $200 - $350",349.04,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2128,1,"3) $200 - $350",225.43,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2129,12,"1) $0 - $100",35.28,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2131,10,"3) $200 - $350",227.69,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
2132,6,"2) $100 - $200",195.27,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
2133,10,"1) $0 - $100",46.19,0,1,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
2134,1,"3) $200 - $350",220.44,1,0,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
2135,4,"2) $100 - $200",135.5,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2136,6,"3) $200 - $350",249.17,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
2137,10,"2) $100 - $200",110.27,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
2139,6,"1) $0 - $100",54.86,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2140,10,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2142,11,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
2143,5,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2144,5,"2) $100 - $200",195.82,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2145,1,"7) $1,000 +",1667.28,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2146,3,"5) $500 - $750",525.66,0,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
2147,10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2148,11,"3) $200 - $350",333.22,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2150,4,"2) $100 - $200",116.71,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2151,2,"5) $500 - $750",652.02,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2152,1,"3) $200 - $350",218.36,0,1,"Urban",0,"Phone","Mens E-Mail",1,1,0,0
2153,11,"5) $500 - $750",668.77,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
2154,3,"3) $200 - $350",264.18,0,1,"Urban",0,"Web","No E-Mail",0,1,0,0
2155,3,"2) $100 - $200",169.69,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2156,10,"1) $0 - $100",93.09,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
2157,8,"4) $350 - $500",361.95,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2158,1,"1) $0 - $100",99.45,0,1,"Rural",0,"Phone","Mens E-Mail",1,1,0,0
2159,10,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2160,5,"4) $350 - $500",360.75,0,1,"Surburban",0,"Web","No E-Mail",0,1,0,0
2161,10,"3) $200 - $350",216.93,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2163,4,"2) $100 - $200",181.6,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
2164,6,"1) $0 - $100",43.52,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2165,4,"5) $500 - $750",588.45,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2166,6,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,1,0,0
2168,1,"1) $0 - $100",56.79,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2169,12,"2) $100 - $200",136.51,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
2170,5,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2171,1,"2) $100 - $200",159.55,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2172,2,"3) $200 - $350",227.87,1,1,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
2173,5,"2) $100 - $200",135.09,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2175,12,"2) $100 - $200",172.03,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
2176,10,"1) $0 - $100",58.66,1,0,"Surburban",1,"Web","No E-Mail",0,1,0,0
2179,6,"1) $0 - $100",92.07,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2181,12,"3) $200 - $350",229.53,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2184,6,"2) $100 - $200",169.3,0,1,"Rural",1,"Phone","Mens E-Mail",1,1,0,0
2185,7,"1) $0 - $100",78.06,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2187,2,"4) $350 - $500",435.02,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
2188,8,"5) $500 - $750",540.57,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
2189,11,"2) $100 - $200",162.07,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
2190,1,"1) $0 - $100",83.72,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
2191,6,"4) $350 - $500",413.2,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
2193,1,"3) $200 - $350",224.73,1,0,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
2196,3,"2) $100 - $200",178.88,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2197,2,"3) $200 - $350",229.85,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
2199,9,"3) $200 - $350",203.37,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2200,11,"3) $200 - $350",320.02,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,1,0,0
2203,10,"3) $200 - $350",300.15,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2206,9,"3) $200 - $350",329.7,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2207,10,"1) $0 - $100",48.04,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2208,10,"3) $200 - $350",297.25,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2210,10,"1) $0 - $100",39.89,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2211,3,"2) $100 - $200",138.69,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2212,5,"4) $350 - $500",363.8,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2213,2,"3) $200 - $350",258.95,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
2214,5,"2) $100 - $200",123.59,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2215,11,"2) $100 - $200",136.47,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
2217,11,"4) $350 - $500",474.22,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
2218,4,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2220,1,"2) $100 - $200",144.9,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2221,6,"4) $350 - $500",441.59,1,0,"Rural",0,"Multichannel","Mens E-Mail",1,0,0,0
2222,7,"1) $0 - $100",51.39,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2223,4,"3) $200 - $350",231.87,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,1,0,0
2224,1,"1) $0 - $100",35.7,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2225,6,"1) $0 - $100",53.56,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
2226,5,"4) $350 - $500",367.02,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2227,1,"2) $100 - $200",163.62,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2228,11,"2) $100 - $200",177.89,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
2229,3,"5) $500 - $750",587.86,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
2231,2,"7) $1,000 +",1035.42,0,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
2232,7,"4) $350 - $500",414.22,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2233,4,"4) $350 - $500",368.25,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
2234,1,"6) $750 - $1,000",890.26,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2235,4,"4) $350 - $500",457.63,0,1,"Rural",0,"Phone","No E-Mail",0,1,0,0
2236,10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2237,12,"2) $100 - $200",120.87,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2238,3,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2239,3,"3) $200 - $350",267.68,1,1,"Rural",1,"Multichannel","No E-Mail",0,1,0,0
2241,3,"4) $350 - $500",387.97,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2242,10,"1) $0 - $100",86.2,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
2243,3,"3) $200 - $350",280.39,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
2244,2,"1) $0 - $100",48.43,1,0,"Rural",0,"Web","Mens E-Mail",1,1,0,0
2245,10,"1) $0 - $100",30.58,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
2246,6,"2) $100 - $200",173.02,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
2247,2,"3) $200 - $350",242.54,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2248,5,"2) $100 - $200",128.12,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
2251,3,"5) $500 - $750",634.02,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2253,3,"7) $1,000 +",1676.6,1,0,"Surburban",1,"Multichannel","No E-Mail",0,1,0,0
2254,10,"1) $0 - $100",65.42,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2255,9,"2) $100 - $200",128.77,1,0,"Urban",0,"Web","Mens E-Mail",1,1,0,0
2256,2,"2) $100 - $200",178.95,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2257,2,"2) $100 - $200",162.89,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2258,9,"1) $0 - $100",33.62,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2259,8,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
2262,1,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
2263,9,"1) $0 - $100",55.03,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2264,8,"2) $100 - $200",110.57,0,1,"Surburban",0,"Web","No E-Mail",0,1,0,0
2265,12,"1) $0 - $100",52.78,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2267,3,"4) $350 - $500",406.17,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
2268,2,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2269,10,"1) $0 - $100",97.55,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2271,3,"2) $100 - $200",107.45,1,0,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
2273,1,"3) $200 - $350",346.49,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2274,10,"2) $100 - $200",154.79,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2275,9,"2) $100 - $200",157.22,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
2276,2,"5) $500 - $750",549.1,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2277,2,"5) $500 - $750",626.27,1,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2279,4,"2) $100 - $200",183.38,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2283,4,"7) $1,000 +",1096.45,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2284,1,"4) $350 - $500",397.09,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
2285,6,"4) $350 - $500",435.45,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2286,7,"3) $200 - $350",214.39,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
2287,2,"2) $100 - $200",107.33,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2288,11,"3) $200 - $350",256.08,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2290,10,"3) $200 - $350",334.47,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
2291,10,"1) $0 - $100",91.05,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
2293,2,"2) $100 - $200",191.61,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2295,10,"2) $100 - $200",166.87,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2297,1,"5) $500 - $750",506.54,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2298,11,"4) $350 - $500",417.16,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
2299,5,"2) $100 - $200",178.24,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2300,5,"5) $500 - $750",687.62,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2301,1,"2) $100 - $200",114.2,1,0,"Urban",0,"Phone","Mens E-Mail",1,1,0,0
2302,4,"2) $100 - $200",152.88,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2303,10,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
2304,11,"1) $0 - $100",85.03,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2305,2,"1) $0 - $100",37.34,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2306,5,"1) $0 - $100",72.59,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2307,11,"1) $0 - $100",38.71,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
2309,12,"1) $0 - $100",94.92,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
2310,3,"4) $350 - $500",405.57,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
2311,2,"7) $1,000 +",1328.26,1,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
2312,9,"1) $0 - $100",57.01,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2314,7,"3) $200 - $350",248.71,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
2315,12,"1) $0 - $100",68.08,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2316,10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
2317,1,"3) $200 - $350",288.45,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2318,1,"1) $0 - $100",44.04,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2319,9,"4) $350 - $500",396.56,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
2321,7,"5) $500 - $750",500.21,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
2323,8,"2) $100 - $200",111.06,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
2325,3,"2) $100 - $200",134.49,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2326,9,"3) $200 - $350",245.55,1,1,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
2327,7,"4) $350 - $500",360.16,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2329,4,"1) $0 - $100",42.9,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
2331,2,"5) $500 - $750",506.45,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2332,2,"1) $0 - $100",92.32,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2333,9,"6) $750 - $1,000",780.28,0,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
2334,7,"3) $200 - $350",347.59,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2335,6,"2) $100 - $200",127.95,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
2337,2,"3) $200 - $350",267.29,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
2338,1,"5) $500 - $750",561.39,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
2339,6,"2) $100 - $200",147.95,0,1,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
2341,10,"1) $0 - $100",43.05,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2342,5,"5) $500 - $750",746.41,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
2343,9,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
2345,4,"3) $200 - $350",223.59,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
2346,1,"2) $100 - $200",103.95,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2347,9,"3) $200 - $350",216.7,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
2348,6,"3) $200 - $350",312.7,1,0,"Urban",0,"Phone","Mens E-Mail",1,1,0,0
2350,4,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2351,11,"2) $100 - $200",127.63,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
2352,10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2353,10,"2) $100 - $200",169.63,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
2354,1,"3) $200 - $350",345.06,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
2355,2,"4) $350 - $500",368.19,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
2356,1,"5) $500 - $750",516.7,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
2357,11,"1) $0 - $100",69.21,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
2359,12,"3) $200 - $350",260.2,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
2360,8,"2) $100 - $200",184.44,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
2361,2,"1) $0 - $100",80.09,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
2362,12,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
2363,7,"1) $0 - $100",46.13,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
2364,10,"1) $0 - $100",81.07,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
2365,4,"2) $100 - $200",170.76,1,0,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
